Time [s],Channel 0,Channel 1,Channel 2
0.000000000,0,0,0
0.015721720,0,0,1
0.017103680,0,0,0
0.034159200,0,0,1
0.035541240,0,0,0
0.052598080,0,0,1
0.053980340,0,0,0
0.071036960,0,0,1
0.072419080,0,0,0
0.089475940,0,0,1
0.090858200,0,0,0
0.107914700,0,0,1
0.109296560,0,0,0
0.126354140,0,0,1
0.127736060,0,0,0
0.144790980,0,0,1
0.146173260,0,0,0
0.163231220,0,0,1
0.164613500,0,0,0
0.181670860,0,0,1
0.183053000,0,0,0
0.200109680,0,0,1
0.201491960,0,0,0
0.218549820,0,0,1
0.219932100,0,0,0
0.236989120,0,0,1
0.238371460,0,0,0
0.255429220,0,0,1
0.256811500,0,0,0
0.273869120,0,0,1
0.275251020,0,0,0
0.292309020,0,0,1
0.293691320,0,0,0
0.310749720,0,0,1
0.312132000,0,0,0
0.329189680,0,0,1
0.330571980,0,0,0
0.347627740,0,0,1
0.349009720,0,0,0
0.366066380,0,0,1
0.367448640,0,0,0
0.384504600,0,0,1
0.385886520,0,0,0
0.402943100,0,0,1
0.404325040,0,0,0
0.421380740,0,0,1
0.422762940,0,0,0
0.439819140,0,0,1
0.441201380,0,0,0
0.458258040,0,0,1
0.459640100,0,0,0
0.476696720,0,0,1
0.478078740,0,0,0
0.495136220,0,0,1
0.496518400,0,0,0
0.513575180,0,0,1
0.514957460,0,0,0
0.532012340,0,0,1
0.533394380,0,0,0
0.550450940,0,0,1
0.551833220,0,0,0
0.568890320,0,0,1
0.570272320,0,0,0
0.587328180,0,0,1
0.588710240,0,0,0
0.605767680,0,0,1
0.607149980,0,0,0
0.624207300,0,0,1
0.625589580,0,0,0
0.642647180,0,0,1
0.644029380,0,0,0
0.661087340,0,0,1
0.662469660,0,0,0
0.679526520,0,0,1
0.680908460,0,0,0
0.697965200,0,0,1
0.699347140,0,0,0
0.716403800,0,0,1
0.717786100,0,0,0
0.734844260,0,0,1
0.736226260,0,0,0
0.753283940,0,0,1
0.754665820,0,0,0
0.771721960,0,0,1
0.773103820,0,0,0
0.790158640,0,0,1
0.791540560,0,0,0
0.807608660,0,1,0
0.808598620,0,1,1
0.809980780,0,1,0
0.817704680,0,0,0
0.827038220,0,0,1
0.828420560,0,0,0
0.845478640,0,0,1
0.846860540,0,0,0
0.863917580,0,0,1
0.865299720,0,0,0
0.882357860,0,0,1
0.883740120,0,0,0
0.900796840,0,0,1
0.902179020,0,0,0
0.919237100,0,0,1
0.920618920,0,0,0
0.937675200,0,0,1
0.939057120,0,0,0
0.956114140,0,0,1
0.957496460,0,0,0
0.974553860,0,0,1
0.975936200,0,0,0
0.992993520,0,0,1
0.994375860,0,0,0
1.011432480,0,0,1
1.012814780,0,0,0
1.029870920,0,0,1
1.031252920,0,0,0
1.048310040,0,0,1
1.049692280,0,0,0
1.066749040,0,0,1
1.068131320,0,0,0
1.085186960,0,0,1
1.086569100,0,0,0
1.103625900,0,0,1
1.105007780,0,0,0
1.122063980,0,0,1
1.123445980,0,0,0
1.140500620,0,0,1
1.141882560,0,0,0
1.158940360,0,0,1
1.160322320,0,0,0
1.177377620,0,0,1
1.178759960,0,0,0
1.195817760,0,0,1
1.197199740,0,0,0
1.214256860,0,0,1
1.215639120,0,0,0
1.232694820,0,0,1
1.234076900,0,0,0
1.251132920,0,0,1
1.252514840,0,0,0
1.269571980,0,0,1
1.270953940,0,0,0
1.288010420,0,0,1
1.289392320,0,0,0
1.306448560,0,0,1
1.307830780,0,0,0
1.324886480,0,0,1
1.326268560,0,0,0
1.343325280,0,0,1
1.344707360,0,0,0
1.361762840,0,0,1
1.363144740,0,0,0
1.380202680,0,0,1
1.381584920,0,0,0
1.398641120,0,0,1
1.400023160,0,0,0
1.417080380,0,0,1
1.418462500,0,0,0
