05-25-2026 17:59:34 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [10%@729,7%@729,11%@729,2%@729,9%@729,23%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.687C soc2@46.312C soc0@45.968C gpu@47.625C tj@48.406C soc1@48.406C VDD_IN 5103mW/5103mW VDD_CPU_GPU_CV 917mW/917mW VDD_SOC 1435mW/1435mW
05-25-2026 17:59:39 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.906C soc2@46.25C soc0@46C gpu@47.125C tj@48.187C soc1@48.187C VDD_IN 4784mW/4881mW VDD_CPU_GPU_CV 717mW/747mW VDD_SOC 1437mW/1444mW
05-25-2026 17:59:40 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@729,0%@1143,0%@1395,1%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.625C soc2@46.187C soc0@46.125C gpu@47.312C tj@48.125C soc1@48.187C VDD_IN 4712mW/4868mW VDD_CPU_GPU_CV 677mW/742mW VDD_SOC 1437mW/1444mW
05-25-2026 17:59:40 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@729,0%@1179,0%@1726,1%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.656C soc2@46.281C soc0@46.125C gpu@47.593C tj@48.281C soc1@48.281C VDD_IN 4672mW/4854mW VDD_CPU_GPU_CV 637mW/734mW VDD_SOC 1437mW/1443mW
05-25-2026 17:59:41 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@1174,1%@961,0%@729,1%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.687C soc2@46.218C soc0@45.968C gpu@47.343C tj@48.125C soc1@48.125C VDD_IN 4665mW/4841mW VDD_CPU_GPU_CV 637mW/728mW VDD_SOC 1435mW/1443mW
05-25-2026 17:59:41 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@1728,0%@1728,1%@1728,0%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.562C soc2@46.218C soc0@46.062C gpu@47.218C tj@48.218C soc1@48.218C VDD_IN 4665mW/4830mW VDD_CPU_GPU_CV 637mW/722mW VDD_SOC 1435mW/1442mW
05-25-2026 17:59:42 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [3%@729,0%@729,0%@729,1%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.562C soc2@46.218C soc0@46C gpu@47.25C tj@48.218C soc1@48.218C VDD_IN 4665mW/4821mW VDD_CPU_GPU_CV 637mW/717mW VDD_SOC 1435mW/1442mW
05-25-2026 17:59:42 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@729,0%@729,0%@729,3%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.593C soc2@46.281C soc0@46.156C gpu@47.468C tj@48.25C soc1@48.25C VDD_IN 4672mW/4812mW VDD_CPU_GPU_CV 637mW/713mW VDD_SOC 1437mW/1441mW
05-25-2026 17:59:43 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,1%@1728,1%@1728,0%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.656C soc2@46.187C soc0@45.968C gpu@47.312C tj@48.343C soc1@48.343C VDD_IN 4672mW/4805mW VDD_CPU_GPU_CV 637mW/709mW VDD_SOC 1437mW/1441mW
05-25-2026 17:59:44 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [3%@1248,1%@1399,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.5C soc2@46.218C soc0@45.937C gpu@47.218C tj@48.187C soc1@48.187C VDD_IN 4672mW/4798mW VDD_CPU_GPU_CV 637mW/705mW VDD_SOC 1437mW/1441mW
05-25-2026 17:59:44 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [2%@1348,0%@729,0%@729,3%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.562C soc2@46.218C soc0@46.125C gpu@47.5C tj@48.25C soc1@48.25C VDD_IN 4672mW/4792mW VDD_CPU_GPU_CV 637mW/702mW VDD_SOC 1437mW/1441mW
05-25-2026 17:59:45 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [3%@1728,0%@1728,1%@1728,1%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.75C soc2@46.187C soc0@45.968C gpu@47.093C tj@48.281C soc1@48.281C VDD_IN 4672mW/4787mW VDD_CPU_GPU_CV 637mW/699mW VDD_SOC 1437mW/1441mW
05-25-2026 17:59:45 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [3%@1233,0%@1391,1%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.5C soc2@46.187C soc0@46.031C gpu@47.375C tj@48.187C soc1@48.187C VDD_IN 4672mW/4782mW VDD_CPU_GPU_CV 637mW/696mW VDD_SOC 1437mW/1440mW
05-25-2026 17:59:46 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1374,0%@729,0%@729,1%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.593C soc2@46.281C soc0@46.125C gpu@47.281C tj@48.25C soc1@48.25C VDD_IN 4672mW/4777mW VDD_CPU_GPU_CV 637mW/694mW VDD_SOC 1437mW/1440mW
05-25-2026 17:59:46 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@729,0%@729,3%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.687C soc2@46.218C soc0@46C gpu@47.218C tj@48.187C soc1@48.187C VDD_IN 4672mW/4773mW VDD_CPU_GPU_CV 637mW/691mW VDD_SOC 1437mW/1440mW
05-25-2026 17:59:47 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [3%@1728,0%@1728,0%@1728,3%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.843C soc2@46.156C soc0@46.062C gpu@47.281C tj@48.156C soc1@48.156C VDD_IN 4672mW/4769mW VDD_CPU_GPU_CV 637mW/689mW VDD_SOC 1437mW/1440mW
05-25-2026 17:59:47 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@729,0%@729,0%@729,1%@729,1%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.562C soc2@46.187C soc0@46C gpu@47.312C tj@48.156C soc1@48.156C VDD_IN 4672mW/4766mW VDD_CPU_GPU_CV 637mW/687mW VDD_SOC 1437mW/1440mW
05-25-2026 17:59:48 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@729,1%@729,0%@729,0%@950,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.593C soc2@46.187C soc0@46C gpu@47.343C tj@48.187C soc1@48.187C VDD_IN 4672mW/4762mW VDD_CPU_GPU_CV 637mW/686mW VDD_SOC 1437mW/1440mW
05-25-2026 17:59:48 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [3%@1728,3%@1728,0%@1728,1%@1728,0%@729,1%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.625C soc2@46.156C soc0@46C gpu@47.218C tj@48.187C soc1@48.187C VDD_IN 4704mW/4760mW VDD_CPU_GPU_CV 637mW/684mW VDD_SOC 1435mW/1440mW
05-25-2026 17:59:49 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.5C soc2@46.312C soc0@46.062C gpu@47.312C tj@48.25C soc1@48.25C VDD_IN 4665mW/4757mW VDD_CPU_GPU_CV 637mW/682mW VDD_SOC 1435mW/1440mW
05-25-2026 17:59:49 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,1%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.718C soc2@46.312C soc0@46C gpu@47.156C tj@48.25C soc1@48.25C VDD_IN 4665mW/4754mW VDD_CPU_GPU_CV 637mW/681mW VDD_SOC 1437mW/1439mW
05-25-2026 17:59:50 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.468C soc2@46.218C soc0@46C gpu@47.593C tj@48.031C soc1@48.218C VDD_IN 4672mW/4752mW VDD_CPU_GPU_CV 637mW/679mW VDD_SOC 1437mW/1439mW
05-25-2026 17:59:50 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@1728,3%@1728,1%@1728,1%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.468C soc2@46.187C soc0@45.968C gpu@47.375C tj@48.156C soc1@48.156C VDD_IN 4704mW/4750mW VDD_CPU_GPU_CV 637mW/678mW VDD_SOC 1435mW/1439mW
05-25-2026 17:59:51 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@1176,0%@1729,0%@1728,0%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.781C soc2@46.312C soc0@46C gpu@47.218C tj@48.25C soc1@48.25C VDD_IN 4665mW/4748mW VDD_CPU_GPU_CV 637mW/677mW VDD_SOC 1437mW/1439mW
05-25-2026 17:59:51 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@1728,0%@1728,0%@1728,1%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.843C soc2@46.218C soc0@45.937C gpu@47.25C tj@48.187C soc1@48.187C VDD_IN 4704mW/4746mW VDD_CPU_GPU_CV 637mW/676mW VDD_SOC 1435mW/1439mW
05-25-2026 17:59:52 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@1728,0%@1728,0%@1728,3%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.468C soc2@46.156C soc0@46C gpu@47.218C tj@48.156C soc1@48.156C VDD_IN 4665mW/4744mW VDD_CPU_GPU_CV 637mW/675mW VDD_SOC 1435mW/1439mW
05-25-2026 17:59:52 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@729,0%@729,0%@729,1%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.562C soc2@46.281C soc0@46.125C gpu@47.593C tj@48.218C soc1@48.218C VDD_IN 4665mW/4742mW VDD_CPU_GPU_CV 637mW/674mW VDD_SOC 1435mW/1439mW
05-25-2026 17:59:53 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@1350,0%@729,1%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.718C soc2@46.25C soc0@45.968C gpu@47.312C tj@48.312C soc1@48.312C VDD_IN 4672mW/4740mW VDD_CPU_GPU_CV 637mW/673mW VDD_SOC 1437mW/1439mW
05-25-2026 17:59:53 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [3%@1728,0%@1728,0%@1160,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.781C soc2@46.093C soc0@46.062C gpu@47.437C tj@48.062C soc1@48.062C VDD_IN 4665mW/4738mW VDD_CPU_GPU_CV 637mW/672mW VDD_SOC 1435mW/1439mW
05-25-2026 17:59:54 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [3%@1347,1%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.468C soc2@46.25C soc0@46.125C gpu@47.156C tj@48.187C soc1@48.187C VDD_IN 4672mW/4737mW VDD_CPU_GPU_CV 637mW/671mW VDD_SOC 1437mW/1439mW
05-25-2026 17:59:54 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,1%@1728,1%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.562C soc2@46.25C soc0@46.031C gpu@47.343C tj@48.281C soc1@48.281C VDD_IN 4672mW/4735mW VDD_CPU_GPU_CV 637mW/670mW VDD_SOC 1437mW/1439mW
05-25-2026 17:59:55 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@1728,0%@1728,0%@1728,1%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.656C soc2@46.187C soc0@45.968C gpu@47.281C tj@48.187C soc1@48.187C VDD_IN 4672mW/4733mW VDD_CPU_GPU_CV 637mW/669mW VDD_SOC 1437mW/1439mW
05-25-2026 17:59:55 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [3%@1325,1%@1729,1%@1728,1%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.562C soc2@46.093C soc0@46.062C gpu@47.25C tj@48.156C soc1@48.156C VDD_IN 4672mW/4732mW VDD_CPU_GPU_CV 637mW/669mW VDD_SOC 1437mW/1439mW
05-25-2026 17:59:56 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@1172,0%@1728,0%@1728,0%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.593C soc2@46.25C soc0@46.125C gpu@47.468C tj@48.218C soc1@48.25C VDD_IN 4672mW/4731mW VDD_CPU_GPU_CV 637mW/668mW VDD_SOC 1437mW/1438mW
05-25-2026 17:59:56 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,1%@1728,1%@1728,1%@1728,1%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.593C soc2@46.156C soc0@46.031C gpu@47.093C tj@48.156C soc1@48.156C VDD_IN 4704mW/4730mW VDD_CPU_GPU_CV 637mW/667mW VDD_SOC 1435mW/1438mW
05-25-2026 17:59:57 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [3%@729,0%@729,0%@729,0%@729,0%@729,1%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.593C soc2@46.187C soc0@46C gpu@47.218C tj@48.156C soc1@48.156C VDD_IN 4672mW/4729mW VDD_CPU_GPU_CV 637mW/667mW VDD_SOC 1437mW/1438mW
05-25-2026 17:59:57 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@1728,1%@1728,3%@1209,1%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.468C soc2@46.187C soc0@46.031C gpu@47.562C tj@48.25C soc1@48.25C VDD_IN 4672mW/4728mW VDD_CPU_GPU_CV 637mW/666mW VDD_SOC 1437mW/1438mW
05-25-2026 17:59:58 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1349,0%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.531C soc2@46.218C soc0@46.125C gpu@47.312C tj@48.25C soc1@48.25C VDD_IN 4672mW/4726mW VDD_CPU_GPU_CV 637mW/665mW VDD_SOC 1437mW/1438mW
05-25-2026 17:59:58 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@1728,1%@1728,0%@1728,1%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.718C soc2@46.281C soc0@46.031C gpu@47.343C tj@48.125C soc1@48.125C VDD_IN 4672mW/4725mW VDD_CPU_GPU_CV 637mW/665mW VDD_SOC 1437mW/1438mW
05-25-2026 17:59:59 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,3%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.468C soc2@46.187C soc0@46.031C gpu@47.281C tj@48.187C soc1@48.187C VDD_IN 4672mW/4724mW VDD_CPU_GPU_CV 637mW/664mW VDD_SOC 1437mW/1438mW
05-25-2026 17:59:59 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.437C soc2@46.25C soc0@46.031C gpu@47.406C tj@48.187C soc1@48.187C VDD_IN 4672mW/4723mW VDD_CPU_GPU_CV 637mW/664mW VDD_SOC 1437mW/1438mW
05-25-2026 18:00:00 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [3%@729,1%@729,0%@729,3%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.531C soc2@46.25C soc0@46.093C gpu@47.281C tj@48.187C soc1@48.187C VDD_IN 4672mW/4722mW VDD_CPU_GPU_CV 637mW/663mW VDD_SOC 1437mW/1438mW
05-25-2026 18:00:00 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1364,1%@729,0%@729,0%@729,1%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.781C soc2@46.312C soc0@46.062C gpu@47.218C tj@48.281C soc1@48.281C VDD_IN 4672mW/4721mW VDD_CPU_GPU_CV 637mW/663mW VDD_SOC 1437mW/1438mW
