Time [s],Channel 0,Channel 1,Channel 2
0.000000000,0,0,0
0.009313900,0,0,1
0.010696600,0,0,0
0.027762400,0,0,1
0.029145520,0,0,0
0.046214100,0,0,1
0.047597140,0,0,0
0.064663920,0,0,1
0.066047000,0,0,0
0.083115400,0,0,1
0.084498520,0,0,0
0.101567120,0,0,1
0.102950160,0,0,0
0.120017260,0,0,1
0.121400260,0,0,0
0.138467840,0,0,1
0.139850920,0,0,0
0.156919040,0,0,1
0.158302160,0,0,0
0.175370400,0,0,1
0.176753540,0,0,0
0.193819980,0,0,1
0.195202740,0,0,0
0.212271420,0,0,1
0.213654540,0,0,0
0.230722540,0,0,1
0.232105440,0,0,0
0.249172900,0,0,1
0.250555660,0,0,0
0.267622980,0,0,1
0.269005800,0,0,0
0.286072160,0,0,1
0.287455300,0,0,0
0.304521720,0,0,1
0.305904760,0,0,0
0.322971840,0,0,1
0.324354920,0,0,0
0.341423360,0,0,1
0.342806500,0,0,0
0.359873740,0,0,1
0.361256560,0,0,0
0.378325140,0,0,1
0.379707920,0,0,0
0.396774920,0,0,1
0.398157920,0,0,0
0.415225960,0,0,1
0.416608860,0,0,0
0.433674120,0,0,1
0.435056840,0,0,0
0.452123540,0,0,1
0.453506280,0,0,0
0.470572960,0,0,1
0.471956080,0,0,0
0.489024580,0,0,1
0.490407640,0,0,0
0.507472440,0,0,1
0.508855540,0,0,0
0.525922640,0,0,1
0.527305820,0,0,0
0.544372000,0,0,1
0.545755000,0,0,0
0.562823060,0,0,1
0.564206160,0,0,0
0.581272660,0,0,1
0.582655720,0,0,0
0.599723260,0,0,1
0.601105880,0,0,0
0.618172880,0,0,1
0.619555840,0,0,0
0.636623440,0,0,1
0.638006500,0,0,0
0.655074000,0,0,1
0.656457180,0,0,0
0.673525220,0,0,1
0.674908340,0,0,0
0.691977620,0,0,1
0.693360780,0,0,0
0.710427740,0,0,1
0.711810520,0,0,0
0.728878060,0,0,1
0.730261120,0,0,0
0.747329560,0,0,1
0.748712440,0,0,0
0.755473200,0,1,0
0.765555140,0,0,0
0.765779540,0,0,1
0.767162380,0,0,0
0.784229880,0,0,1
0.785612960,0,0,0
0.802680340,0,0,1
0.804063420,0,0,0
0.821129840,0,0,1
0.822512940,0,0,0
0.839579920,0,0,1
0.840962980,0,0,0
0.858028920,0,0,1
0.859411780,0,0,0
0.876478580,0,0,1
0.877861400,0,0,0
0.894930460,0,0,1
0.896313640,0,0,0
0.913380780,0,0,1
0.914763640,0,0,0
0.931830520,0,0,1
0.933213340,0,0,0
0.950281960,0,0,1
0.951664780,0,0,0
0.968731900,0,0,1
0.970114620,0,0,0
0.987181820,0,0,1
0.988564900,0,0,0
1.005631040,0,0,1
1.007013700,0,0,0
1.024079080,0,0,1
1.025462180,0,0,0
1.042530020,0,0,1
1.043913080,0,0,0
1.060980820,0,0,1
1.062363620,0,0,0
1.079429480,0,0,1
1.080812580,0,0,0
1.097879240,0,0,1
1.099262320,0,0,0
1.116328940,0,0,1
1.117712040,0,0,0
1.134779200,0,0,1
