trial_id,stimulus_type,t_stim_s,t_d0_s,t_d1_s,latency_us,included,exclusion_reason
0,still_to_motion,3.00043786,3.24231882,3.2423706,51.7800000001678,True,
1,motion_to_still,8.01430728,9.59651792,9.59657132,53.40000000053635,True,
2,still_to_motion,13.00956624,13.12642776,13.12648152,53.76000000012482,True,
3,motion_to_still,18.02341658,19.48011716,19.48017122,54.060000000077935,True,
4,still_to_motion,23.01935158,23.71600048,23.71604812,47.63999999823909,True,
5,motion_to_still,28.01480536,29.36397728,29.36402642,49.13999999800467,True,
6,still_to_motion,33.01067272,33.60043184,33.60048242,50.57999999991125,True,
7,motion_to_still,38.02505564,39.24937896,39.24942748,48.519999999996344,True,
8,still_to_motion,43.02109396,43.48655256,43.48659818,45.6200000016338,True,
9,motion_to_still,48.03539448,49.84155246,49.84159758,45.11999999579075,True,
10,still_to_motion,53.03120536,53.3726503,53.37269864,48.34000000641936,True,
11,motion_to_still,58.0270951,59.72735586,59.72741442,58.55999999937467,True,
12,still_to_motion,63.0229349,63.2580028,63.25804936,46.560000001250046,True,
13,motion_to_still,68.03708738,69.61249042,69.61253988,49.45999999961259,True,
14,still_to_motion,73.03271684,73.14260276,73.1426529,50.139999999032625,True,
15,motion_to_still,78.0468497,79.49726266,79.49730768,45.02000000172757,True,
16,still_to_motion,83.04269018,83.73382848,83.73387524,46.760000003587265,True,
17,motion_to_still,88.0382993,89.38265348,89.38270634,52.85999999671276,True,
18,still_to_motion,93.05274128,93.61952396,93.61957014,46.179999998230414,True,
19,motion_to_still,98.04857656,99.2680062,99.26805266,46.45999999297601,True,
20,still_to_motion,103.04459266,103.5043446,103.5043829,38.29999999993561,True,
21,motion_to_still,108.05903436,109.85870264,109.85874978,47.13999999239604,True,
22,still_to_motion,113.05475862,113.3889914,113.3890384,47.0000000092341,True,
23,motion_to_still,118.05038254,119.74365788,119.74370512,47.24000000067008,True,
24,still_to_motion,123.06424598,123.27404544,123.27409474,49.30000000058499,True,
25,motion_to_still,128.05944404,129.62894498,129.62899136,46.37999998635678,True,
26,still_to_motion,133.05454866,133.15945676,133.15950484,48.07999999911772,True,
27,motion_to_still,138.06846264,139.51429452,139.51433822,43.70000002040797,True,
28,still_to_motion,143.06397368,143.7508442,143.75089026,46.06000001672328,True,
29,motion_to_still,148.07783498,149.39981556,149.39986838,52.81999997919229,True,
30,still_to_motion,153.07323488,153.63638992,153.6364299,39.979999996830884,True,
31,motion_to_still,158.0685354,159.99163328,159.99167546,42.18000000832944,True,
32,still_to_motion,163.08218734,163.52293408,163.52298082,46.7399999877216,True,
33,motion_to_still,168.07725144,169.87809796,169.87814482,46.85999999765045,True,
34,still_to_motion,173.07271698,173.40846214,173.40850952,47.37999998383202,True,
35,motion_to_still,178.08703216,179.76309534,179.76314238,47.03999999833286,True,
36,still_to_motion,183.08270586,183.29330448,183.29334802,43.54000000716951,True,
37,motion_to_still,188.07833454,189.64809988,189.6481448,44.92000002187524,True,
38,still_to_motion,193.09254112,193.17854696,193.17859058,43.61999998536703,True,
39,motion_to_still,198.08821414,199.53340376,199.53345158,47.819999991816076,True,
40,still_to_motion,203.08393188,203.77011446,203.7701549,40.43999999225889,True,
41,motion_to_still,208.09835242,210.1247584,210.1248098,51.400000018020364,True,
42,still_to_motion,213.09418278,213.65526786,213.65531412,46.260000004849644,True,
43,motion_to_still,218.09011658,219.30398686,219.3040355,48.639999988608906,True,
44,still_to_motion,223.1046895,223.5402709,223.5403159,45.00000000007276,True,
45,motion_to_still,228.10067456,229.89463006,229.89467618,46.12000000747685,True,
46,still_to_motion,233.0969444,233.42498548,233.4250344,48.9199999833545,True,
47,motion_to_still,238.1119881,239.78039554,239.78043794,42.40000001232147,True,
48,still_to_motion,243.10826272,243.31068068,243.31072544,44.76000000863678,True,
49,motion_to_still,248.1047253,249.66501468,249.66505992,45.23999999150874,True,
50,still_to_motion,253.1199762,253.19602132,253.1960682,46.88000001351611,True,
51,motion_to_still,258.11667812,259.55061582,259.55066392,48.09999995813996,True,
52,still_to_motion,263.11357764,263.78716498,263.7872102,45.22000000406479,True,
53,motion_to_still,268.12884362,270.14177774,270.1418245,46.759999975165556,True,
54,still_to_motion,273.1257852,273.67311236,273.6731569,44.539999976223044,True,
55,motion_to_still,278.12243468,279.32184042,279.32188922,48.800000001847366,True,
56,still_to_motion,283.11928636,283.5582039,283.55825084,46.94000000426968,True,
57,motion_to_still,288.13434648,289.91307836,289.91312308,44.720000005327165,True,
58,still_to_motion,293.131024,293.44352706,293.44357746,50.3999999637017,True,
59,motion_to_still,298.12743196,299.79845494,299.79850202,47.080000001642475,True,
