Time [s],Channel 0,Channel 1,Channel 2
0.000000000,0,0,0
0.013616440,0,0,1
0.014997260,0,0,0
0.032040860,0,0,1
0.033421740,0,0,0
0.050466000,0,0,1
0.051847220,0,0,0
0.068890360,0,0,1
0.070271400,0,0,0
0.087315320,0,0,1
0.088696500,0,0,0
0.105740420,0,0,1
0.107121400,0,0,0
0.124164260,0,0,1
0.125545080,0,0,0
0.142588680,0,0,1
0.143969680,0,0,0
0.161012200,0,0,1
0.162393080,0,0,0
0.179436720,0,0,1
0.180817860,0,0,0
0.197862020,0,0,1
0.199243160,0,0,0
0.216288200,0,0,1
0.217669300,0,0,0
0.234712340,0,0,1
0.236093200,0,0,0
0.253136480,0,0,1
0.254517700,0,0,0
0.271560540,0,0,1
0.272941360,0,0,0
0.289984600,0,0,1
0.291365660,0,0,0
0.308408960,0,0,1
0.309790120,0,0,0
0.326835000,0,0,1
0.328216260,0,0,0
0.345259860,0,0,1
0.346640780,0,0,0
0.363683960,0,0,1
0.365064800,0,0,0
0.382108200,0,0,1
0.383489380,0,0,0
0.400534260,0,0,1
0.401915240,0,0,0
0.418958240,0,0,1
0.420339320,0,0,0
0.437382740,0,0,1
0.438763640,0,0,0
0.455808560,0,0,1
0.457189620,0,0,0
0.474233800,0,0,1
0.475614680,0,0,0
0.492658900,0,0,1
0.494040060,0,0,0
0.511083960,0,0,1
0.512465020,0,0,0
0.529507420,0,0,1
0.530888300,0,0,0
0.547932500,0,0,1
0.549313440,0,0,0
0.566357720,0,0,1
0.567738840,0,0,0
0.584784820,0,0,1
0.586166080,0,0,0
0.603209100,0,0,1
0.604589960,0,0,0
0.621634400,0,0,1
0.623015660,0,0,0
0.640060880,0,0,1
0.641441860,0,0,0
0.658485800,0,0,1
0.659867060,0,0,0
0.676911540,0,0,1
0.678292760,0,0,0
0.695337740,0,0,1
0.696719000,0,0,0
0.713763860,0,0,1
0.715145140,0,0,0
0.732189740,0,0,1
0.733570920,0,0,0
0.750614780,0,0,1
0.751995720,0,0,0
0.769041880,0,0,1
0.770423280,0,0,0
0.787467720,0,0,1
0.788848680,0,0,0
0.805892280,0,0,1
0.807273120,0,0,0
0.824316980,0,0,1
0.825698280,0,0,0
0.842743140,0,0,1
0.844124160,0,0,0
0.861170260,0,0,1
0.862551540,0,0,0
0.879594760,0,0,1
0.880976020,0,0,0
0.898019100,0,0,1
0.899400000,0,0,0
0.916444280,0,0,1
0.917825540,0,0,0
0.934871640,0,0,1
0.936252880,0,0,0
0.953296460,0,0,1
0.954677740,0,0,0
0.961673160,0,1,0
0.971722140,0,1,1
0.971747840,0,0,1
0.973103340,0,0,0
0.990147160,0,0,1
0.991528080,0,0,0
1.008572500,0,0,1
1.009953380,0,0,0
1.026997880,0,0,1
1.028379120,0,0,0
1.045424240,0,0,1
1.046805560,0,0,0
1.063850240,0,0,1
1.065231240,0,0,0
1.082276280,0,0,1
1.083657540,0,0,0
1.100703200,0,0,1
1.102084520,0,0,0
1.119128680,0,0,1
1.120509880,0,0,0
1.137553720,0,0,1
1.138934620,0,0,0
1.155978780,0,0,1
1.157359920,0,0,0
1.174405160,0,0,1
1.175786160,0,0,0
1.192830800,0,0,1
1.194211980,0,0,0
1.211257620,0,0,1
1.212638900,0,0,0
1.229683620,0,0,1
1.231064520,0,0,0
1.248108680,0,0,1
1.249489860,0,0,0
1.266535300,0,0,1
1.267916520,0,0,0
1.284960680,0,0,1
1.286341600,0,0,0
1.303386220,0,0,1
1.304767420,0,0,0
1.321810920,0,0,1
1.323191880,0,0,0
1.340237520,0,0,1
1.341618500,0,0,0
1.358662840,0,0,1
1.360044140,0,0,0
1.377088100,0,0,1
1.378469360,0,0,0
1.395514300,0,0,1
1.396895240,0,0,0
1.413939880,0,0,1
1.415321120,0,0,0
1.432364240,0,0,1
1.433745080,0,0,0
1.450787540,0,0,1
1.452168840,0,0,0
1.469212060,0,0,1
1.470592960,0,0,0
1.487636680,0,0,1
1.489017760,0,0,0
1.506061960,0,0,1
1.507443200,0,0,0
1.524485920,0,0,1
1.525866800,0,0,0
1.542909900,0,0,1
1.544291180,0,0,0
1.561335400,0,0,1
1.562716580,0,0,0
1.579760880,0,0,1
1.581142080,0,0,0
1.598187400,0,0,1
1.599568720,0,0,0
1.616613380,0,0,1
1.617994600,0,0,0
1.635038600,0,0,1
1.636419780,0,0,0
1.653465060,0,0,1
1.654846300,0,0,0
1.671889800,0,0,1
1.673270680,0,0,0
1.690315060,0,0,1
1.691696260,0,0,0
1.708740980,0,0,1
1.710122160,0,0,0
1.727166380,0,0,1
1.728547200,0,0,0
1.745590860,0,0,1
1.746971820,0,0,0
1.764015900,0,0,1
1.765397200,0,0,0
1.782442800,0,0,1
1.783823700,0,0,0
1.800867300,0,0,1
1.802248440,0,0,0
1.819290620,0,0,1
1.820671740,0,0,0
1.837717460,0,0,1
1.839098680,0,0,0
1.856142040,0,0,1
