trial_id,stimulus_type,t_stim_s,t_d0_s,t_d1_s,latency_us,included,exclusion_reason
0,still_to_motion,1.89313752,2.20489308,2.20523306,339.9799999996844,True,
1,motion_to_still,6.90042082,8.56155344,8.5618806,327.1599999994379,True,
2,still_to_motion,11.90781326,12.0931636,12.09375482,591.2199999986711,True,
3,motion_to_still,16.91542174,18.4499032,18.4502264,323.19999999685933,True,
4,still_to_motion,21.9047537,21.98134892,21.98168094,332.0200000018758,True,
5,motion_to_still,26.9124441,28.33783958,28.33817064,331.06000000060476,True,
