# mlc_poller v1
# poll_hz = 50
# duration_sec = 1203
t_monotonic_s, mlc_src
1392074.236771, 0
1392074.257342, 0
1392074.277855, 0
1392074.298398, 0
1392074.318943, 0
1392074.339499, 0
1392074.370693, 0
1392074.391166, 0
1392074.411633, 0
1392074.432098, 0
1392074.452569, 0
1392074.473038, 0
1392074.493521, 0
1392074.513989, 0
1392074.534455, 0
1392074.554931, 0
1392074.575453, 0
1392074.595938, 0
1392074.616408, 0
1392074.636877, 0
1392074.657393, 0
1392074.677909, 0
1392074.698455, 0
1392074.719029, 0
1392074.739580, 0
1392074.760113, 0
1392074.780728, 0
1392074.891968, 0
1392074.912447, 0
1392074.932915, 0
1392074.953382, 0
1392074.973853, 4
1392074.994318, 4
1392075.014782, 4
1392075.035490, 4
1392075.055954, 4
1392075.076420, 4
1392075.096882, 4
1392075.117344, 4
1392075.137810, 4
1392075.158271, 4
1392075.178734, 4
1392075.199194, 4
1392075.219656, 4
1392075.240122, 4
1392075.260582, 4
1392075.281044, 4
1392075.301505, 4
1392075.321964, 4
1392075.342428, 4
1392075.362889, 4
1392075.383351, 4
1392075.403812, 4
1392075.424277, 4
1392075.444742, 4
1392075.465202, 4
1392075.485663, 4
1392075.506411, 4
1392075.526870, 4
1392075.547333, 4
1392075.567793, 4
1392075.588254, 4
1392075.608715, 4
1392075.629174, 4
1392075.649641, 4
1392075.670173, 0
1392075.690671, 0
1392075.711168, 0
1392075.731666, 0
1392075.752156, 0
1392075.772653, 0
1392075.793162, 0
1392075.813641, 0
1392075.834105, 0
1392075.854864, 0
1392075.875326, 0
1392075.895787, 0
1392075.916249, 0
1392075.936709, 0
1392075.957172, 0
1392075.977633, 0
1392075.998093, 0
1392076.018554, 0
1392076.039024, 0
1392076.059489, 0
1392076.079954, 0
1392076.100415, 0
1392076.120875, 0
1392076.141335, 0
1392076.161795, 0
1392076.182259, 0
1392076.202721, 0
1392076.223181, 0
1392076.243641, 0
1392076.264103, 0
1392076.284566, 0
1392076.305026, 0
1392076.325654, 0
1392076.346113, 0
1392076.366573, 0
1392076.387035, 0
1392076.407498, 0
1392076.427959, 0
1392076.448419, 0
1392076.468880, 0
1392076.489342, 0
1392076.509804, 0
1392076.530263, 0
1392076.550724, 0
1392076.571184, 0
1392076.591647, 0
1392076.612111, 0
1392076.632596, 0
1392076.653061, 0
1392076.673536, 0
1392076.694065, 0
1392076.714551, 0
1392076.735301, 0
1392076.755769, 0
1392076.776232, 0
1392076.796691, 0
1392076.817147, 0
1392076.837601, 0
1392076.858059, 0
1392076.878520, 0
1392076.898994, 0
1392076.919454, 0
1392076.939911, 0
1392076.960368, 0
1392076.980823, 0
1392077.001283, 0
1392077.021807, 0
1392077.042295, 0
1392077.062762, 0
1392077.083243, 0
1392077.103708, 0
1392077.124176, 0
1392077.144855, 0
1392077.165315, 0
1392077.185779, 0
1392077.206238, 0
1392077.226698, 0
1392077.247157, 0
1392077.267618, 0
1392077.288086, 0
1392077.308546, 0
1392077.329005, 0
1392077.349466, 0
1392077.369935, 0
1392077.390399, 0
1392077.410860, 0
1392077.431319, 0
1392077.451782, 0
1392077.472243, 0
1392077.492709, 0
1392077.513170, 0
1392077.533630, 0
1392077.554090, 0
1392077.574552, 0
1392077.595012, 0
1392077.615672, 0
1392077.636132, 0
1392077.656591, 0
1392077.677053, 0
1392077.697519, 0
1392077.718064, 0
1392077.738549, 0
1392077.759015, 0
1392077.779479, 0
1392077.799939, 0
1392077.820400, 0
1392077.840862, 0
1392077.861321, 0
1392077.881780, 0
1392077.902245, 0
1392077.922705, 0
1392077.943164, 0
1392077.963628, 0
1392077.984089, 0
1392078.004549, 0
1392078.025012, 0
1392078.045471, 0
1392078.065931, 0
1392078.086539, 0
1392078.107002, 0
1392078.127463, 0
1392078.147924, 0
1392078.168386, 0
1392078.188845, 0
1392078.209305, 0
1392078.229765, 0
1392078.250224, 0
1392078.270684, 0
1392078.291144, 0
1392078.311604, 0
1392078.332067, 0
1392078.352526, 0
1392078.372990, 0
1392078.393451, 0
1392078.413911, 0
1392078.434373, 0
1392078.454830, 0
1392078.475290, 0
1392078.495750, 0
1392078.516209, 0
1392078.536668, 0
1392078.557349, 0
1392078.577807, 0
1392078.598266, 0
1392078.618726, 0
1392078.639184, 0
1392078.659643, 0
1392078.680102, 0
1392078.700561, 0
1392078.721023, 0
1392078.741485, 0
1392078.761973, 0
1392078.782441, 0
1392078.802902, 0
1392078.823362, 0
1392078.843823, 0
1392078.864283, 0
1392078.884743, 0
1392078.905206, 0
1392078.925686, 0
1392078.946148, 0
1392078.966609, 0
1392078.987069, 0
1392079.007528, 0
1392079.028188, 0
1392079.048650, 0
1392079.069110, 0
1392079.089569, 0
1392079.110028, 0
1392079.130489, 0
1392079.150949, 0
1392079.171409, 0
1392079.191869, 0
1392079.212330, 0
1392079.232793, 0
1392079.253290, 0
1392079.273784, 0
1392079.294274, 0
1392079.314773, 0
1392079.335250, 0
1392079.355721, 0
1392079.382987, 0
1392079.403448, 0
1392079.423914, 0
1392079.444426, 0
1392079.464903, 0
1392079.485366, 0
1392079.505828, 0
1392079.526290, 0
1392079.546752, 0
1392079.567216, 0
1392079.587676, 0
1392079.608139, 0
1392079.628601, 0
1392079.649060, 0
1392079.669521, 0
1392079.689980, 0
1392079.710442, 0
1392079.730903, 0
1392079.751365, 0
1392079.771924, 0
1392079.792406, 0
1392079.812873, 0
1392079.833469, 0
1392079.853933, 0
1392079.874398, 0
1392079.894859, 0
1392079.915323, 0
1392079.935790, 0
1392079.956266, 0
1392079.976734, 0
1392079.997199, 0
1392080.017673, 0
1392080.038137, 0
1392080.058599, 0
1392080.079064, 0
1392080.099528, 0
1392080.119994, 0
1392080.140462, 0
1392080.160927, 0
1392080.181402, 0
1392080.201864, 0
1392080.222325, 0
1392080.242795, 0
1392080.263260, 0
1392080.283724, 0
1392080.304307, 0
1392080.324769, 0
1392080.345230, 0
1392080.365694, 0
1392080.386155, 0
1392080.406617, 0
1392080.427080, 0
1392080.447546, 0
1392080.468005, 0
1392080.488473, 0
1392080.508938, 0
1392080.529402, 0
1392080.549862, 0
1392080.570327, 0
1392080.590790, 0
1392080.611259, 0
1392080.631722, 0
1392080.652192, 0
1392080.672655, 0
1392080.693116, 0
1392080.713581, 0
1392080.734043, 0
1392080.754505, 0
1392080.775137, 0
1392080.795633, 0
1392080.816101, 0
1392080.836567, 0
1392080.857032, 0
1392080.877501, 0
1392080.897988, 0
1392080.918457, 0
1392080.938923, 0
1392080.959388, 0
1392080.979851, 0
1392081.000316, 0
1392081.020782, 0
1392081.041252, 0
1392081.061718, 0
1392081.082184, 0
1392081.102649, 0
1392081.123117, 0
1392081.143583, 0
1392081.164006, 0
1392081.184750, 0
1392081.205212, 0
1392081.225674, 0
1392081.246138, 0
1392081.266603, 0
1392081.287068, 0
1392081.307531, 0
1392081.327993, 0
1392081.348466, 0
1392081.368936, 0
1392081.389401, 0
1392081.409868, 0
1392081.430332, 0
1392081.450796, 0
1392081.471264, 0
1392081.491729, 0
1392081.512199, 0
1392081.532663, 0
1392081.553126, 0
1392081.573588, 0
1392081.594051, 0
1392081.614516, 0
