trial_id,stimulus_type,t_stim_s,t_d0_s,t_d1_s,latency_us,included,exclusion_reason
0,still_to_motion,1.8457473,2.1047395,2.10480148,61.979999999906,True,
1,motion_to_still,6.8348282,8.45961386,8.45966542,51.56000000106076,True,
2,still_to_motion,11.84222532,11.99013934,11.9901916,52.259999998582884,True,
3,motion_to_still,16.84961894,18.3451913,18.34524838,57.0800000012639,True,
4,still_to_motion,21.83900646,21.87568718,21.87574048,53.3000000011441,True,
5,motion_to_still,26.84673992,28.23144604,28.23149694,50.89999999796646,True,
6,still_to_motion,31.85459366,32.46807086,32.4681193,48.44000000048254,True,
7,motion_to_still,36.86241948,38.11668936,38.11673734,47.97999999794911,True,
8,still_to_motion,41.85183366,42.3528919,42.352943,51.10000000030368,True,
9,motion_to_still,46.85968202,48.70747278,48.7075233,50.51999999494683,True,
10,still_to_motion,51.86749416,52.23763326,52.2378781,244.84000000057904,True,
11,motion_to_still,56.85709172,58.59290642,58.59295568,49.2600000043808,True,
12,still_to_motion,61.86505636,62.12344812,62.12349248,44.36000000396234,True,
13,motion_to_still,66.87304208,68.47872886,68.47878172,52.85999999671276,True,
14,still_to_motion,71.8628245,72.00968618,72.00973598,49.79999999932261,True,
15,motion_to_still,76.87070854,78.36587382,78.36592074,46.92000000261487,True,
16,still_to_motion,81.87851998,82.60291644,82.60296376,47.319999993078454,True,
17,motion_to_still,86.86782224,88.95862446,88.95867178,47.32000000728931,True,
18,still_to_motion,91.87553254,92.4892666,92.48933464,68.04000000215638,True,
19,motion_to_still,96.88312316,98.84439928,98.84444316,43.87999999266867,True,
20,still_to_motion,101.8724127,102.37501104,102.37505966,48.620000001164954,True,
21,motion_to_still,106.87999088,108.72990934,108.72996016,50.81999999845266,True,
22,still_to_motion,111.88761068,112.26006774,112.26011694,49.200000006521805,True,
23,motion_to_still,116.89539952,118.61472914,118.61478052,51.3800000021547,True,
24,still_to_motion,121.8848894,122.14545896,122.14550602,47.05999999998767,True,
25,motion_to_still,126.89276868,128.50090668,128.50095262,45.939999978372725,True,
26,still_to_motion,131.90069716,132.03117204,132.031226,53.96000000246204,True,
27,motion_to_still,136.8903663,138.38645474,138.38650096,46.22000000154003,True,
28,still_to_motion,141.89842822,142.62299214,142.623039,46.85999999765045,True,
29,motion_to_still,146.90652164,148.9784315,148.97847912,47.62000000368971,True,
30,still_to_motion,151.89642694,152.50916892,152.50921954,50.61999999611544,True,
31,motion_to_still,156.90456514,158.15841994,158.15846666,46.72000000027765,True,
32,still_to_motion,161.91266506,162.39536336,162.39540804,44.68000000201755,True,
33,motion_to_still,166.90236878,168.75069738,168.75074414,46.760000003587265,True,
34,still_to_motion,171.91041924,172.28101378,172.28106014,46.359999998912826,True,
35,motion_to_still,176.91833144,178.63615806,178.63621888,60.81999998741594,True,
36,still_to_motion,181.90787084,182.16677174,182.16682054,48.800000001847366,True,
37,motion_to_still,186.91587588,,188.52166222,,False,multiple_d1_in_window
38,still_to_motion,191.92403156,192.0519118,192.05195678,44.98000001262881,True,
39,motion_to_still,196.93211684,198.4068454,198.40689284,47.4400000030073,True,
40,still_to_motion,201.92155874,202.643194,202.64323952,45.52000001467604,True,
41,motion_to_still,206.92944888,208.99769758,208.99774626,48.68000002034023,True,
42,still_to_motion,211.93759938,212.52778542,212.5278314,45.98000001010405,True,
43,motion_to_still,216.92762218,218.8824911,218.88254514,54.03999998065956,True,
44,still_to_motion,221.93587592,222.41289108,222.41294888,57.79999997912455,True,
45,motion_to_still,226.94413058,228.76764008,228.7676944,54.32000000382686,True,
46,still_to_motion,231.93416902,232.29802294,232.29807032,47.37999998383202,True,
47,motion_to_still,236.94260842,239.35873602,239.35877784,41.81999997854291,True,
48,still_to_motion,241.9511068,242.18272356,242.18277542,51.86000001344837,True,
49,motion_to_still,246.9411888,248.53783454,248.53788134,46.80000000689688,True,
50,still_to_motion,251.94952846,252.067957,252.06800556,48.55999998198968,True,
51,motion_to_still,256.97642838,,258.42253342,,False,multiple_d1_in_window
52,still_to_motion,261.96643486,262.65853414,262.6585774,43.260000040845625,True,
53,motion_to_still,266.97470642,268.3074673,268.30751944,52.140000036615675,True,
54,still_to_motion,271.96483864,272.54344438,272.54369472,250.34000003643087,True,
55,motion_to_still,276.97337588,278.89856702,278.8986167,49.68000001781547,True,
56,still_to_motion,281.981634,282.42871092,282.4287638,52.879999998367566,True,
57,motion_to_still,286.97146234,288.78353568,288.78358658,50.90000001928274,True,
58,still_to_motion,291.98014938,292.3135468,292.31359364,46.840000038628204,True,
59,motion_to_still,296.98883872,298.66780086,298.66784686,45.999999997548,True,
