05-25-2026 21:04:46 RAM 895/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [6%@1350,5%@729,1%@729,5%@729,7%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.75C soc2@46.218C soc0@46.062C gpu@47.281C tj@48.25C soc1@48.25C VDD_IN 4992mW/4992mW VDD_CPU_GPU_CV 838mW/838mW VDD_SOC 1437mW/1437mW
05-25-2026 21:04:46 RAM 895/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,1%@1728,1%@1730,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.562C soc2@46.25C soc0@46.093C gpu@47.437C tj@48.25C soc1@48.25C VDD_IN 4647mW/4820mW VDD_CPU_GPU_CV 600mW/719mW VDD_SOC 1442mW/1440mW
05-25-2026 21:04:47 RAM 895/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,0%@1390,0%@729,0%@729,1%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.531C soc2@46.343C soc0@46.125C gpu@47.25C tj@48.25C soc1@48.25C VDD_IN 4527mW/4722mW VDD_CPU_GPU_CV 520mW/653mW VDD_SOC 1442mW/1440mW
05-25-2026 21:04:47 RAM 895/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,1%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.593C soc2@46.187C soc0@46.031C gpu@47.218C tj@48.281C soc1@48.281C VDD_IN 4527mW/4673mW VDD_CPU_GPU_CV 480mW/610mW VDD_SOC 1442mW/1441mW
05-25-2026 21:04:48 RAM 895/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.593C soc2@46.156C soc0@46.031C gpu@47.531C tj@48.156C soc1@48.156C VDD_IN 4487mW/4636mW VDD_CPU_GPU_CV 480mW/584mW VDD_SOC 1444mW/1441mW
05-25-2026 21:04:48 RAM 895/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1303,0%@729,1%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.562C soc2@46.25C soc0@46.093C gpu@47.406C tj@48.156C soc1@48.156C VDD_IN 4527mW/4618mW VDD_CPU_GPU_CV 480mW/566mW VDD_SOC 1442mW/1442mW
05-25-2026 21:04:49 RAM 895/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [15%@1119,8%@729,11%@729,4%@729,32%@1344,16%@1344] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.781C soc2@46.25C soc0@46.125C gpu@47.187C tj@48.218C soc1@48.218C VDD_IN 5023mW/4676mW VDD_CPU_GPU_CV 796mW/599mW VDD_SOC 1475mW/1446mW
05-25-2026 21:04:49 RAM 894/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [49%@1728,32%@1728,36%@1728,26%@1728,15%@729,14%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48.156C soc2@46.312C soc0@45.968C gpu@47.187C tj@48.25C soc1@48.25C VDD_IN 5524mW/4782mW VDD_CPU_GPU_CV 1230mW/678mW VDD_SOC 1470mW/1449mW
05-25-2026 21:04:50 RAM 895/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [22%@1728,17%@1728,24%@1728,18%@1728,11%@1344,9%@1344] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48.312C soc2@46.375C soc0@46.031C gpu@47.281C tj@48.312C soc1@48.187C VDD_IN 5413mW/4852mW VDD_CPU_GPU_CV 1152mW/731mW VDD_SOC 1472mW/1452mW
05-25-2026 21:04:50 RAM 894/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [14%@729,11%@729,18%@729,14%@729,51%@729,38%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48C soc2@46.343C soc0@45.937C gpu@47.625C tj@48.25C soc1@48.25C VDD_IN 5674mW/4934mW VDD_CPU_GPU_CV 1388mW/796mW VDD_SOC 1468mW/1453mW
05-25-2026 21:04:51 RAM 894/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [3%@729,0%@729,0%@729,0%@729,0%@729,1%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.968C soc2@46.343C soc0@46.031C gpu@47.25C tj@48.25C soc1@48.25C VDD_IN 5007mW/4941mW VDD_CPU_GPU_CV 912mW/807mW VDD_SOC 1430mW/1451mW
