trial_id,stimulus_type,t_stim_s,t_d0_s,t_d1_s,latency_us,included,exclusion_reason
0,still_to_motion,2.54617202,2.83670124,2.83683924,138.00000000019352,True,
1,motion_to_still,7.55752018,9.19423648,9.19457774,341.2599999990107,True,
2,still_to_motion,12.55083676,12.72626602,12.72659376,327.7399999994657,True,
3,motion_to_still,17.56250812,19.08342436,19.0835445,120.1399999999353,True,
4,still_to_motion,22.55587912,22.61511044,22.61570204,591.5999999999144,True,
5,motion_to_still,27.56756538,28.97178718,28.97189958,112.39999999901329,True,
