05-25-2026 21:05:32 RAM 893/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [5%@1343,2%@729,6%@729,0%@729,28%@729,8%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.625C soc2@46.312C soc0@46.187C gpu@47.375C tj@48.25C soc1@48.25C VDD_IN 5103mW/5103mW VDD_CPU_GPU_CV 917mW/917mW VDD_SOC 1475mW/1475mW
05-25-2026 21:05:32 RAM 893/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.562C soc2@46.218C soc0@46.093C gpu@47.187C tj@48.25C soc1@48.25C VDD_IN 4687mW/4895mW VDD_CPU_GPU_CV 600mW/759mW VDD_SOC 1442mW/1459mW
05-25-2026 21:05:33 RAM 893/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@1359,1%@729,0%@729,1%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.531C soc2@46.343C soc0@46.062C gpu@47.437C tj@48.25C soc1@48.25C VDD_IN 4527mW/4772mW VDD_CPU_GPU_CV 520mW/679mW VDD_SOC 1442mW/1453mW
05-25-2026 21:05:33 RAM 893/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1367,0%@729,0%@729,0%@729,0%@729,1%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.562C soc2@46.25C soc0@46.031C gpu@47.343C tj@48.25C soc1@48.25C VDD_IN 4487mW/4701mW VDD_CPU_GPU_CV 480mW/629mW VDD_SOC 1444mW/1451mW
05-25-2026 21:05:34 RAM 893/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@729,0%@729,1%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.812C soc2@46.281C soc0@46.187C gpu@47.187C tj@48.25C soc1@48.25C VDD_IN 4494mW/4660mW VDD_CPU_GPU_CV 480mW/599mW VDD_SOC 1444mW/1449mW
05-25-2026 21:05:34 RAM 896/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [14%@1314,17%@1113,7%@1113,9%@1113,5%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.687C soc2@46.312C soc0@46C gpu@47.5C tj@48.125C soc1@48.125C VDD_IN 4840mW/4690mW VDD_CPU_GPU_CV 718mW/619mW VDD_SOC 1440mW/1448mW
05-25-2026 21:05:35 RAM 896/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [31%@1278,25%@729,21%@729,38%@729,36%@1728,29%@1728] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48.062C soc2@46.343C soc0@46.031C gpu@47.562C tj@48.156C soc1@48.156C VDD_IN 5484mW/4803mW VDD_CPU_GPU_CV 1230mW/706mW VDD_SOC 1470mW/1451mW
05-25-2026 21:05:35 RAM 896/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [23%@1312,29%@729,22%@729,17%@729,37%@1726,52%@883] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.968C soc2@46.375C soc0@46.125C gpu@47.312C tj@48.25C soc1@48.25C VDD_IN 5832mW/4932mW VDD_CPU_GPU_CV 1465mW/801mW VDD_SOC 1468mW/1453mW
05-25-2026 21:05:36 RAM 896/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [2%@1417,0%@729,0%@729,0%@1176,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.906C soc2@46.343C soc0@46.125C gpu@47.562C tj@48.187C soc1@48.187C VDD_IN 5087mW/4949mW VDD_CPU_GPU_CV 952mW/818mW VDD_SOC 1430mW/1451mW
05-25-2026 21:05:36 RAM 896/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,1%@1728,0%@1728,0%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.593C soc2@46.281C soc0@46.125C gpu@47.562C tj@48.25C soc1@48.25C VDD_IN 4848mW/4939mW VDD_CPU_GPU_CV 753mW/812mW VDD_SOC 1430mW/1449mW
05-25-2026 21:05:37 RAM 896/7607MB (lfb 85x4MB) SWAP 0/3804MB (cached 0MB) CPU [5%@1728,0%@1728,0%@1728,0%@1728,0%@729,3%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.812C soc2@46.312C soc0@45.937C gpu@47.406C tj@48.312C soc1@48.312C VDD_IN 4769mW/4923mW VDD_CPU_GPU_CV 714mW/803mW VDD_SOC 1430mW/1447mW
