trial_id,stimulus_type,t_stim_s,t_d0_s,t_d1_s,latency_us,included,exclusion_reason
0,still_to_motion,1.87466598,2.19272494,2.19377248,1047.5399999996248,True,
1,motion_to_still,6.88778574,8.54976532,8.55072032,954.999999999373,True,
2,still_to_motion,11.88219682,12.08109908,12.08191422,815.1400000002695,True,
3,motion_to_still,16.89522568,18.4373487,18.43824084,892.1399999977098,True,
4,still_to_motion,21.88994854,21.96885762,21.96959702,739.399999996948,True,
5,motion_to_still,26.90304286,28.32564916,28.32663536,986.1999999998261,True,
