09-21-2026 20:50:58 RAM 1620/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [1%@1728,11%@1728,0%@1728,5%@1728,4%@1728,7%@1728] EMC_FREQ 1%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.937C soc2@49.687C soc0@49.656C gpu@50.812C tj@51.125C soc1@51.125C VDD_IN 7328mW/7328mW VDD_CPU_GPU_CV 1819mW/1819mW VDD_SOC 2416mW/2416mW
09-21-2026 20:50:58 RAM 1620/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [3%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.937C soc2@49.593C soc0@49.562C gpu@50.843C tj@51.156C soc1@51.156C VDD_IN 7091mW/7210mW VDD_CPU_GPU_CV 1621mW/1720mW VDD_SOC 2376mW/2396mW
09-21-2026 20:50:59 RAM 1621/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,7%@1728,5%@1728,0%@1728,3%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1018] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.218C soc2@49.593C soc0@49.5C gpu@50.718C tj@51.218C soc1@51.156C VDD_IN 7051mW/7157mW VDD_CPU_GPU_CV 1582mW/1674mW VDD_SOC 2376mW/2389mW
09-21-2026 20:50:59 RAM 1621/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [11%@1728,13%@1728,14%@1728,8%@1728,40%@1728,12%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1013] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.5C soc2@49.5C soc0@49.5C gpu@50.906C tj@51.5C soc1@51.125C VDD_IN 7447mW/7229mW VDD_CPU_GPU_CV 1898mW/1730mW VDD_SOC 2416mW/2396mW
09-21-2026 20:51:00 RAM 1623/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [30%@1728,21%@1728,14%@1728,25%@1728,19%@1728,31%@1728] EMC_FREQ 1%@3199 GR3D_FREQ 0%@[1015] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.625C soc2@49.625C soc0@49.562C gpu@50.937C tj@51.625C soc1@51.218C VDD_IN 7843mW/7352mW VDD_CPU_GPU_CV 2254mW/1835mW VDD_SOC 2456mW/2408mW
09-21-2026 20:51:00 RAM 1621/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [14%@1728,26%@1728,21%@1728,10%@1728,47%@1728,13%@1728] EMC_FREQ 1%@3199 GR3D_FREQ 0%@[1018] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.562C soc2@49.718C soc0@49.562C gpu@50.937C tj@51.562C soc1@51.187C VDD_IN 8081mW/7474mW VDD_CPU_GPU_CV 2373mW/1925mW VDD_SOC 2456mW/2416mW
09-21-2026 20:51:01 RAM 1621/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [31%@1728,16%@1728,15%@1728,17%@1728,18%@1728,18%@1728] EMC_FREQ 1%@3199 GR3D_FREQ 4%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.25C soc2@49.718C soc0@49.687C gpu@51.062C tj@51.25C soc1@51.187C VDD_IN 7883mW/7532mW VDD_CPU_GPU_CV 2254mW/1972mW VDD_SOC 2456mW/2422mW
09-21-2026 20:51:01 RAM 1621/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [14%@1728,12%@1728,8%@1728,33%@1728,9%@1728,9%@1728] EMC_FREQ 1%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.062C soc2@49.687C soc0@49.437C gpu@51.187C tj@51.218C soc1@51.218C VDD_IN 7606mW/7541mW VDD_CPU_GPU_CV 2017mW/1977mW VDD_SOC 2416mW/2421mW
09-21-2026 20:51:02 RAM 1621/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [1%@1728,1%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51C soc2@49.562C soc0@49.562C gpu@51.218C tj@51.281C soc1@51.281C VDD_IN 7170mW/7500mW VDD_CPU_GPU_CV 1661mW/1942mW VDD_SOC 2416mW/2420mW
09-21-2026 20:51:02 RAM 1621/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,3%@1728,1%@1728,1%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.093C soc2@49.5C soc0@49.562C gpu@50.937C tj@51.156C soc1@51.156C VDD_IN 7012mW/7451mW VDD_CPU_GPU_CV 1542mW/1902mW VDD_SOC 2416mW/2420mW
09-21-2026 20:51:03 RAM 1621/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [3%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.25C soc2@49.562C soc0@49.625C gpu@50.968C tj@51.25C soc1@51.156C VDD_IN 7012mW/7411mW VDD_CPU_GPU_CV 1502mW/1866mW VDD_SOC 2376mW/2416mW
09-21-2026 20:51:03 RAM 1621/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51C soc2@49.531C soc0@49.625C gpu@50.843C tj@51.25C soc1@51.25C VDD_IN 6972mW/7375mW VDD_CPU_GPU_CV 1502mW/1835mW VDD_SOC 2376mW/2413mW
09-21-2026 20:51:04 RAM 1621/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [1%@1728,0%@1728,0%@1728,1%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.937C soc2@49.531C soc0@49.593C gpu@50.843C tj@51.218C soc1@51.218C VDD_IN 6972mW/7344mW VDD_CPU_GPU_CV 1502mW/1810mW VDD_SOC 2376mW/2410mW
09-21-2026 20:51:04 RAM 1621/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [2%@1728,1%@1728,3%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.156C soc2@49.562C soc0@49.593C gpu@51C tj@51.281C soc1@51.281C VDD_IN 7012mW/7320mW VDD_CPU_GPU_CV 1542mW/1791mW VDD_SOC 2376mW/2407mW
09-21-2026 20:51:05 RAM 1622/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [25%@1728,12%@1728,24%@1728,18%@1728,5%@1728,7%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1018] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.843C soc2@49.687C soc0@49.593C gpu@51.062C tj@51.843C soc1@51.312C VDD_IN 7606mW/7339mW VDD_CPU_GPU_CV 2056mW/1808mW VDD_SOC 2416mW/2408mW
09-21-2026 20:51:05 RAM 1622/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [9%@1728,6%@1728,5%@1728,9%@1728,5%@1728,12%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1016] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.375C soc2@49.687C soc0@49.687C gpu@51.218C tj@51.375C soc1@51.281C VDD_IN 7487mW/7348mW VDD_CPU_GPU_CV 1938mW/1816mW VDD_SOC 2416mW/2409mW
09-21-2026 20:51:06 RAM 1623/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [16%@1728,12%@1728,13%@1728,32%@1728,26%@1728,29%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1017] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.687C soc2@49.687C soc0@49.75C gpu@51.093C tj@51.687C soc1@51.343C VDD_IN 7883mW/7380mW VDD_CPU_GPU_CV 2254mW/1842mW VDD_SOC 2456mW/2411mW
09-21-2026 20:51:06 RAM 1623/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,1%@1728,1%@1728,1%@1728,7%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.156C soc2@49.656C soc0@49.75C gpu@51.218C tj@51.218C soc1@51.187C VDD_IN 7289mW/7375mW VDD_CPU_GPU_CV 1740mW/1837mW VDD_SOC 2416mW/2412mW
09-21-2026 20:51:07 RAM 1623/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,1%@1728,1%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.156C soc2@49.562C soc0@49.75C gpu@50.812C tj@51.187C soc1@51.187C VDD_IN 7091mW/7360mW VDD_CPU_GPU_CV 1582mW/1823mW VDD_SOC 2416mW/2412mW
09-21-2026 20:51:07 RAM 1623/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.093C soc2@49.625C soc0@49.625C gpu@50.937C tj@51.343C soc1@51.343C VDD_IN 7012mW/7342mW VDD_CPU_GPU_CV 1542mW/1809mW VDD_SOC 2376mW/2410mW
09-21-2026 20:51:08 RAM 1623/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [1%@1728,0%@1728,1%@1728,1%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.875C soc2@49.562C soc0@49.75C gpu@50.875C tj@51.156C soc1@51.156C VDD_IN 7012mW/7327mW VDD_CPU_GPU_CV 1502mW/1794mW VDD_SOC 2376mW/2408mW
09-21-2026 20:51:08 RAM 1625/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [19%@1728,12%@1728,16%@1728,24%@1728,11%@1728,32%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 5%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.125C soc2@49.687C soc0@49.781C gpu@51.156C tj@51.156C soc1@51.156C VDD_IN 7527mW/7336mW VDD_CPU_GPU_CV 1977mW/1803mW VDD_SOC 2416mW/2409mW
09-21-2026 20:51:09 RAM 1625/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [1%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.281C soc2@49.593C soc0@49.843C gpu@50.937C tj@51.281C soc1@51.187C VDD_IN 7130mW/7327mW VDD_CPU_GPU_CV 1661mW/1797mW VDD_SOC 2416mW/2409mW
09-21-2026 20:51:09 RAM 1625/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,1%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.937C soc2@49.625C soc0@49.531C gpu@51C tj@51.187C soc1@51.187C VDD_IN 7051mW/7315mW VDD_CPU_GPU_CV 1582mW/1788mW VDD_SOC 2376mW/2408mW
