09-21-2026 20:50:58 RAM 1620/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [1%@1728,11%@1728,0%@1728,5%@1728,4%@1728,7%@1728] EMC_FREQ 1%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.937C soc2@49.687C soc0@49.656C gpu@50.812C tj@51.125C soc1@51.125C VDD_IN 7328mW/7328mW VDD_CPU_GPU_CV 1819mW/1819mW VDD_SOC 2416mW/2416mW
09-21-2026 20:51:10 RAM 1625/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.937C soc2@49.625C soc0@49.781C gpu@51.218C tj@51.218C soc1@51.187C VDD_IN 6972mW/7302mW VDD_CPU_GPU_CV 1502mW/1776mW VDD_SOC 2376mW/2406mW
09-21-2026 20:51:11 RAM 1625/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.968C soc2@49.718C soc0@49.593C gpu@50.843C tj@51.218C soc1@51.218C VDD_IN 6972mW/7289mW VDD_CPU_GPU_CV 1502mW/1766mW VDD_SOC 2376mW/2405mW
09-21-2026 20:51:11 RAM 1625/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,1%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51C soc2@49.625C soc0@49.625C gpu@50.937C tj@51.187C soc1@51.187C VDD_IN 6972mW/7277mW VDD_CPU_GPU_CV 1502mW/1756mW VDD_SOC 2376mW/2404mW
09-21-2026 20:51:12 RAM 1625/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,1%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51C soc2@49.531C soc0@49.562C gpu@51.187C tj@51.187C soc1@51.187C VDD_IN 6972mW/7266mW VDD_CPU_GPU_CV 1502mW/1747mW VDD_SOC 2376mW/2403mW
09-21-2026 20:51:12 RAM 1625/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.968C soc2@49.562C soc0@49.531C gpu@50.843C tj@51.187C soc1@51.187C VDD_IN 6972mW/7256mW VDD_CPU_GPU_CV 1502mW/1738mW VDD_SOC 2376mW/2402mW
09-21-2026 20:51:13 RAM 1625/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [1%@1728,1%@1728,0%@1728,1%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.906C soc2@49.593C soc0@49.531C gpu@50.843C tj@51.187C soc1@51.187C VDD_IN 6972mW/7247mW VDD_CPU_GPU_CV 1502mW/1731mW VDD_SOC 2376mW/2401mW
09-21-2026 20:51:13 RAM 1625/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [1%@1728,1%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.906C soc2@49.5C soc0@49.5C gpu@50.968C tj@51.187C soc1@51.187C VDD_IN 6972mW/7238mW VDD_CPU_GPU_CV 1502mW/1723mW VDD_SOC 2376mW/2401mW
09-21-2026 20:51:14 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [1%@1728,0%@1728,1%@1728,1%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51C soc2@49.593C soc0@49.593C gpu@51.125C tj@51.187C soc1@51.187C VDD_IN 6972mW/7229mW VDD_CPU_GPU_CV 1502mW/1716mW VDD_SOC 2376mW/2400mW
09-21-2026 20:51:14 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 1%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.031C soc2@49.5C soc0@49.531C gpu@50.75C tj@51.187C soc1@51.187C VDD_IN 6972mW/7222mW VDD_CPU_GPU_CV 1502mW/1710mW VDD_SOC 2376mW/2399mW
09-21-2026 20:51:15 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [1%@1728,0%@1728,1%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.031C soc2@49.5C soc0@49.5C gpu@51.093C tj@51.187C soc1@51.187C VDD_IN 6972mW/7214mW VDD_CPU_GPU_CV 1502mW/1704mW VDD_SOC 2376mW/2398mW
09-21-2026 20:51:15 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 1%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.937C soc2@49.5C soc0@49.531C gpu@51.218C tj@51.218C soc1@51.218C VDD_IN 6972mW/7207mW VDD_CPU_GPU_CV 1502mW/1698mW VDD_SOC 2376mW/2398mW
09-21-2026 20:51:16 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [3%@1728,0%@1728,5%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.937C soc2@49.593C soc0@49.562C gpu@50.812C tj@51.187C soc1@51.187C VDD_IN 6972mW/7201mW VDD_CPU_GPU_CV 1502mW/1692mW VDD_SOC 2376mW/2397mW
09-21-2026 20:51:16 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 4%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51C soc2@49.593C soc0@49.593C gpu@50.875C tj@51.187C soc1@51.187C VDD_IN 6972mW/7195mW VDD_CPU_GPU_CV 1502mW/1687mW VDD_SOC 2376mW/2397mW
09-21-2026 20:51:17 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [1%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.062C soc2@49.5C soc0@49.5C gpu@50.968C tj@51.187C soc1@51.187C VDD_IN 6972mW/7189mW VDD_CPU_GPU_CV 1502mW/1682mW VDD_SOC 2376mW/2396mW
09-21-2026 20:51:17 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,1%@1728,1%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.187C soc2@49.593C soc0@49.656C gpu@51.156C tj@51.25C soc1@51.25C VDD_IN 6972mW/7183mW VDD_CPU_GPU_CV 1502mW/1678mW VDD_SOC 2376mW/2395mW
09-21-2026 20:51:18 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [1%@1728,0%@1728,0%@1728,1%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.218C soc2@49.531C soc0@49.687C gpu@50.968C tj@51.218C soc1@51.187C VDD_IN 6972mW/7178mW VDD_CPU_GPU_CV 1502mW/1673mW VDD_SOC 2376mW/2395mW
09-21-2026 20:51:18 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,3%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.968C soc2@49.531C soc0@49.656C gpu@51.156C tj@51.187C soc1@51.187C VDD_IN 6972mW/7173mW VDD_CPU_GPU_CV 1502mW/1669mW VDD_SOC 2376mW/2395mW
09-21-2026 20:51:19 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,1%@1728,1%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.031C soc2@49.562C soc0@49.625C gpu@50.75C tj@51.218C soc1@51.218C VDD_IN 6972mW/7168mW VDD_CPU_GPU_CV 1502mW/1665mW VDD_SOC 2376mW/2394mW
09-21-2026 20:51:19 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,1%@1728,1%@1728,1%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.218C soc2@49.625C soc0@49.593C gpu@50.718C tj@51.281C soc1@51.281C VDD_IN 6972mW/7164mW VDD_CPU_GPU_CV 1502mW/1661mW VDD_SOC 2376mW/2394mW
09-21-2026 20:51:20 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.937C soc2@49.562C soc0@49.687C gpu@50.937C tj@51.281C soc1@51.281C VDD_IN 6972mW/7159mW VDD_CPU_GPU_CV 1502mW/1658mW VDD_SOC 2376mW/2393mW
09-21-2026 20:51:20 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.906C soc2@49.562C soc0@49.812C gpu@51C tj@51.343C soc1@51.343C VDD_IN 6972mW/7155mW VDD_CPU_GPU_CV 1502mW/1654mW VDD_SOC 2376mW/2393mW
09-21-2026 20:51:21 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [3%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.031C soc2@49.531C soc0@49.656C gpu@50.875C tj@51.25C soc1@51.125C VDD_IN 6972mW/7151mW VDD_CPU_GPU_CV 1502mW/1651mW VDD_SOC 2376mW/2393mW
09-21-2026 20:51:21 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,1%@1728,0%@1728,1%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.281C soc2@49.593C soc0@49.5C gpu@50.937C tj@51.312C soc1@51.312C VDD_IN 6972mW/7147mW VDD_CPU_GPU_CV 1502mW/1648mW VDD_SOC 2376mW/2392mW
09-21-2026 20:51:22 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 1%@[1017] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.031C soc2@49.625C soc0@49.687C gpu@51.187C tj@51.312C soc1@51.312C VDD_IN 6972mW/7144mW VDD_CPU_GPU_CV 1502mW/1645mW VDD_SOC 2376mW/2392mW
09-21-2026 20:51:22 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [1%@1728,0%@1728,0%@1728,1%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.906C soc2@49.531C soc0@49.562C gpu@50.718C tj@51.093C soc1@51.093C VDD_IN 6972mW/7140mW VDD_CPU_GPU_CV 1502mW/1642mW VDD_SOC 2376mW/2392mW
09-21-2026 20:51:23 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 5%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@50.937C soc2@49.562C soc0@49.625C gpu@50.812C tj@51.062C soc1@51.062C VDD_IN 6972mW/7137mW VDD_CPU_GPU_CV 1502mW/1639mW VDD_SOC 2376mW/2391mW
09-21-2026 20:51:23 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 0%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51.187C soc2@49.625C soc0@49.687C gpu@50.968C tj@51.093C soc1@51.093C VDD_IN 6972mW/7134mW VDD_CPU_GPU_CV 1502mW/1636mW VDD_SOC 2376mW/2391mW
09-21-2026 20:51:24 RAM 1624/7607MB (lfb 8x4MB) SWAP 0/20188MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,1%@1728,0%@1728,0%@1728] EMC_FREQ 0%@3199 GR3D_FREQ 4%@[1019] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@51C soc2@49.531C soc0@49.843C gpu@50.843C tj@51.156C soc1@51.156C VDD_IN 6972mW/7130mW VDD_CPU_GPU_CV 1502mW/1634mW VDD_SOC 2376mW/2391mW
