@relation 'MLC'

@attribute F1_ABS_VARIANCE_ACC_V_FILTER_1 numeric
@attribute F2_ABS_PEAK_TO_PEAK_ACC_V_FILTER_1 numeric
@attribute class {still, motion}

@data
7.39098e-06, 0.0117188, still
1.35303e-05, 0.0146484, still
1.96099e-05, 0.0161133, still
1.06692e-05, 0.0131836, still
6.4373e-06, 0.0107422, still
2.64049e-05, 0.0253906, still
1.7345e-05, 0.0166016, still
1.49012e-05, 0.0146484, still
8.16584e-06, 0.0131836, still
1.96099e-05, 0.019043, still
3.63588e-06, 0.00927734, still
1.81198e-05, 0.0180664, still
5.84126e-06, 0.0126953, still
1.37687e-05, 0.0131836, still
8.22544e-06, 0.012207, still
6.31809e-06, 0.0107422, still
3.38554e-05, 0.0249023, still
3.83854e-05, 0.0224609, still
1.8537e-05, 0.0200195, still
1.16825e-05, 0.0117188, still
1.29342e-05, 0.0161133, still
7.62939e-06, 0.0102539, still
9.47714e-06, 0.0131836, still
1.17421e-05, 0.012207, still
4.17233e-05, 0.0249023, still
3.17097e-05, 0.0249023, still
6.61612e-06, 0.0112305, still
4.52995e-05, 0.0307617, still
1.36495e-05, 0.0131836, still
1.83582e-05, 0.0175781, still
1.07884e-05, 0.0131836, still
1.11461e-05, 0.0126953, still
1.40667e-05, 0.0151367, still
1.03712e-05, 0.0126953, still
1.07288e-05, 0.0180664, still
1.33514e-05, 0.0146484, still
1.74642e-05, 0.0185547, still
1.23978e-05, 0.0126953, still
8.16584e-06, 0.0112305, still
7.86781e-06, 0.0126953, still
1.27554e-05, 0.012207, still
1.35899e-05, 0.0180664, still
2.01464e-05, 0.0151367, still
2.11e-05, 0.0195313, still
3.15905e-06, 0.00976563, still
3.34978e-05, 0.0214844, still
1.24574e-05, 0.0136719, still
7.7486e-06, 0.0126953, still
1.21593e-05, 0.0126953, still
1.96695e-05, 0.0175781, still
1.78814e-05, 0.0195313, still
7.45058e-06, 0.012207, still
1.35899e-05, 0.0126953, still
6.79493e-06, 0.0136719, still
9.53674e-06, 0.0102539, still
1.84178e-05, 0.019043, still
2.09212e-05, 0.0219727, still
8.70228e-06, 0.0107422, still
9.47714e-06, 0.012207, still
1.03116e-05, 0.0141602, still
5.24521e-06, 0.00878906, still
1.54376e-05, 0.015625, still
7.98702e-06, 0.0126953, still
1.36495e-05, 0.012207, still
1.20401e-05, 0.0131836, still
1.70469e-05, 0.0161133, still
2.40207e-05, 0.0229492, still
2.30074e-05, 0.0180664, still
2.92659e-05, 0.0200195, still
1.10865e-05, 0.012207, still
1.22786e-05, 0.0151367, still
1.00732e-05, 0.0126953, still
1.09673e-05, 0.0141602, still
1.508e-05, 0.0126953, still
7.03335e-06, 0.012207, still
8.28505e-06, 0.0112305, still
8.82149e-06, 0.0117188, still
1.54376e-05, 0.0136719, still
1.23382e-05, 0.0185547, still
6.3777e-06, 0.00927734, still
1.10865e-05, 0.012207, still
4.47035e-06, 0.00927734, still
9.41753e-06, 0.0107422, still
1.94907e-05, 0.0170898, still
1.77622e-05, 0.0175781, still
6.61612e-06, 0.00976563, still
1.78814e-05, 0.0175781, still
2.89679e-05, 0.0224609, still
8.88109e-06, 0.0131836, still
1.54376e-05, 0.0131836, still
9.53674e-06, 0.0117188, still
3.93391e-06, 0.0102539, still
3.75509e-06, 0.00830078, still
1.07288e-05, 0.0117188, still
1.64509e-05, 0.0161133, still
1.66893e-05, 0.0180664, still
1.48416e-05, 0.015625, still
1.5676e-05, 0.0180664, still
1.04308e-05, 0.0131836, still
2.2471e-05, 0.0195313, still
1.38879e-05, 0.0112305, still
1.51396e-05, 0.0170898, still
2.50936e-05, 0.0214844, still
4.42863e-05, 0.0253906, still
1.38283e-05, 0.0146484, still
1.58548e-05, 0.0151367, still
1.74642e-05, 0.0151367, still
4.11272e-06, 0.012207, still
2.17557e-05, 0.0214844, still
2.12193e-05, 0.0166016, still
8.46386e-06, 0.012207, still
1.25766e-05, 0.019043, still
8.88109e-06, 0.012207, still
9.83477e-06, 0.0126953, still
1.0252e-05, 0.0136719, still
1.5974e-05, 0.0141602, still
7.51019e-06, 0.0112305, still
1.95503e-05, 0.0151367, still
1.0848e-05, 0.0112305, still
1.40667e-05, 0.0170898, still
1.71661e-05, 0.0131836, still
5.78165e-06, 0.0107422, still
2.70605e-05, 0.0166016, still
2.32458e-05, 0.0180664, still
4.11272e-06, 0.00830078, still
2.22921e-05, 0.0170898, still
1.37687e-05, 0.0136719, still
9.53674e-06, 0.0136719, still
2.0802e-05, 0.0175781, still
2.53916e-05, 0.0185547, still
1.40667e-05, 0.0141602, still
1.38879e-05, 0.0131836, still
1.14441e-05, 0.0175781, still
8.88109e-06, 0.0141602, still
1.84178e-05, 0.0161133, still
1.58548e-05, 0.015625, still
4.11868e-05, 0.0258789, still
7.62939e-06, 0.0117188, still
2.74181e-05, 0.0200195, still
1.74046e-05, 0.0170898, still
1.35899e-05, 0.0131836, still
1.72257e-05, 0.0180664, still
1.26958e-05, 0.0170898, still
1.57356e-05, 0.0175781, still
8.76188e-06, 0.0112305, still
1.06692e-05, 0.0136719, still
1.53184e-05, 0.0117188, still
1.68085e-05, 0.0141602, still
6.85453e-06, 0.0141602, still
5.126e-06, 0.0112305, still
6.13928e-06, 0.0102539, still
1.07884e-05, 0.0146484, still
2.40803e-05, 0.019043, still
8.34465e-06, 0.0112305, still
1.32918e-05, 0.0136719, still
1.07288e-05, 0.0117188, still
1.62125e-05, 0.0141602, still
4.10676e-05, 0.0205078, still
4.13656e-05, 0.0234375, still
9.89437e-06, 0.0126953, still
5.06639e-05, 0.0292969, still
3.45707e-06, 0.0078125, still
9.11951e-06, 0.0136719, still
1.54972e-05, 0.0166016, still
1.18017e-05, 0.0151367, still
4.76837e-05, 0.0273438, still
6.91414e-06, 0.0107422, still
1.12057e-05, 0.0146484, still
8.88109e-06, 0.0126953, still
9.0003e-06, 0.0107422, still
1.26958e-05, 0.0131836, still
1.84774e-06, 0.00488281, still
5.30481e-06, 0.00927734, still
1.44839e-05, 0.0131836, still
3.03388e-05, 0.0185547, still
1.64509e-05, 0.0166016, still
2.0206e-05, 0.0175781, still
4.58956e-06, 0.00927734, still
7.56979e-06, 0.012207, still
1.71661e-05, 0.0170898, still
2.25902e-05, 0.0175781, still
7.62939e-06, 0.0117188, still
1.23382e-05, 0.0126953, still
1.32918e-05, 0.0136719, still
0.0715942, 1.08301, motion
0.00536728, 0.431641, motion
0.101807, 1.58496, motion
0.0140076, 0.494629, motion
0.06604, 1.44043, motion
0.012001, 0.712402, motion
0.0440369, 0.892578, motion
0.0670776, 1.25293, motion
0.0183105, 1.01758, motion
0.0743408, 0.955078, motion
0.0212708, 0.69873, motion
0.00264168, 0.31543, motion
0.0056572, 0.318848, motion
0.0246582, 0.862305, motion
0.0325623, 0.943359, motion
0.000551224, 0.103516, motion
0.0270081, 0.831055, motion
0.0583191, 0.935059, motion
0.0207825, 0.834473, motion
0.0256958, 0.926758, motion
0.0549011, 0.98877, motion
0.0270386, 0.922363, motion
0.0181274, 0.824219, motion
0.00885773, 0.393555, motion
0.0103455, 0.749023, motion
0.00863647, 0.608398, motion
0.0144653, 0.554688, motion
0.0297852, 0.904297, motion
0.0271606, 0.901367, motion
0.00761032, 0.444336, motion
0.0462341, 0.921875, motion
0.0389099, 0.808105, motion
0.00349045, 0.315918, motion
0.0527954, 1.07324, motion
0.014534, 0.508789, motion
0.00814056, 0.775879, motion
0.00453568, 0.411133, motion
0.0466309, 0.88623, motion
0.018219, 0.772461, motion
0.0161133, 0.70752, motion
0.0361938, 0.819824, motion
0.0363159, 0.770508, motion
0.0161743, 0.750977, motion
0.0142441, 0.598145, motion
0.0583191, 1.28613, motion
0.00277519, 0.237793, motion
0.00761795, 0.452637, motion
0.0105972, 0.726074, motion
0.0353394, 0.815918, motion
0.00217247, 0.23584, motion
0.02388, 0.710938, motion
0.0376892, 0.837891, motion
0.0160065, 0.65332, motion
0.0213776, 0.887695, motion
0.0225677, 0.674805, motion
0.0326233, 1.25781, motion
0.0301056, 0.973633, motion
0.00811768, 0.3125, motion
0.0141907, 0.794434, motion
0.0217438, 0.909668, motion
0.0440674, 0.829102, motion
0.0137634, 0.560059, motion
0.0172119, 0.669922, motion
0.0354004, 0.796875, motion
0.0426331, 0.891113, motion
0.0465393, 0.92041, motion
0.00392532, 0.280273, motion
0.0422974, 1.00195, motion
0.005867, 0.435547, motion
0.0112839, 0.865234, motion
0.00922394, 0.588867, motion
0.0402832, 0.808594, motion
0.0092392, 0.525391, motion
0.00316811, 0.316406, motion
0.0461731, 0.939941, motion
0.0227356, 0.617188, motion
0.0162201, 0.736328, motion
0.0129242, 0.489746, motion
0.0186157, 0.586426, motion
0.0221405, 0.717773, motion
0.00226784, 0.238281, motion
0.0750732, 1.46387, motion
0.00310516, 0.322266, motion
0.00349808, 0.518555, motion
0.011734, 0.498535, motion
0.0317383, 0.78125, motion
0.0131683, 0.666504, motion
0.0238342, 0.777832, motion
0.06073, 0.96875, motion
0.0231476, 0.709473, motion
0.00402451, 0.349609, motion
0.0250092, 0.505859, motion
0.0618591, 1.38281, motion
0.029892, 0.821289, motion
0.0036068, 0.395508, motion
0.00727844, 0.674805, motion
0.0510864, 1.04102, motion
0.00176239, 0.310547, motion
0.0248566, 0.637695, motion
0.0369873, 0.890625, motion
0.00893402, 0.427246, motion
0.0219116, 0.703613, motion
0.00283051, 0.323242, motion
0.00222206, 0.349609, motion
0.0434875, 1.17188, motion
0.0223083, 0.703613, motion
0.0127029, 0.640625, motion
0.000287533, 0.151367, motion
0.0387573, 0.850098, motion
0.0536499, 1.01172, motion
0.0184326, 0.740723, motion
0.0115585, 0.445801, motion
0.0255432, 0.875488, motion
0.00158119, 0.186523, motion
0.000641823, 0.181641, motion
0.0369263, 0.984375, motion
0.0454102, 0.975098, motion
0.00583649, 0.524414, motion
0.010643, 0.691406, motion
0.0471191, 0.958496, motion
0.0236969, 0.899902, motion
0.0413208, 1.08691, motion
0.0417175, 0.719727, motion
0.0161591, 0.579102, motion
0.00518036, 0.352051, motion
0.00950623, 0.500488, motion
0.0204773, 0.667969, motion
0.0275574, 0.917969, motion
0.0176697, 0.766113, motion
0.014267, 0.743164, motion
0.0204468, 0.731445, motion
0.0135193, 0.563477, motion
0.0704346, 1.13672, motion
0.0467834, 1.05273, motion
0.0197906, 0.750488, motion
0.0101929, 0.527832, motion
0.0293274, 0.734863, motion
0.0156555, 0.84375, motion
0.00656128, 0.527344, motion
0.0301056, 0.741211, motion
0.047699, 1.27637, motion
0.0258026, 0.875488, motion
0.0297089, 0.782227, motion
0.0366821, 0.849609, motion
0.00309181, 0.310059, motion
0.0295105, 0.714844, motion
0.0109482, 0.508789, motion
0.0528564, 1.10742, motion
0.0497131, 1.02148, motion
0.0643921, 1.3252, motion
0.0272369, 0.86377, motion
0.00440216, 0.491211, motion
0.0429382, 1.10449, motion
0.0231323, 0.662109, motion
0.0208893, 0.942871, motion
0.0362854, 1.04004, motion
0.0309143, 0.842285, motion
0.02388, 1.06641, motion
0.0150757, 0.633301, motion
0.0193939, 0.721191, motion
0.0290833, 0.915039, motion
0.0198517, 0.689941, motion
0.0170593, 0.805176, motion
0.0230713, 0.722168, motion
0.0188293, 0.713379, motion
0.0102539, 0.492188, motion
0.0500793, 0.921875, motion
0.0410461, 0.933105, motion
0.00952148, 0.491211, motion
0.0286713, 0.827148, motion
0.0353699, 1.00684, motion
0.0258942, 1.0293, motion
0.0623779, 1.36328, motion
0.0336304, 0.814453, motion
0.0211945, 0.794434, motion
0.00777817, 0.696777, motion
0.0176697, 0.647461, motion
0.0404663, 0.866699, motion
0.0131531, 0.618652, motion
0.0266266, 0.748535, motion
0.0412903, 1.04004, motion
0.0334778, 0.876465, motion
0.00246429, 0.321777, motion
0.0576477, 1.2041, motion
0.0253296, 0.822266, motion
0.0042305, 0.416992, motion
0.0492859, 1.12891, motion
0.0351868, 0.848633, motion
0.0182343, 0.852051, motion
0.0140762, 0.649414, motion
0.0208893, 0.587402, motion
0.0289001, 0.81543, motion
0.0075531, 0.567871, motion
0.0657349, 0.933594, motion
0.0126266, 0.697754, motion
0.0210571, 0.854492, motion
0.00234604, 0.359375, motion
0.100525, 1.56543, motion
0.0499878, 1.02246, motion
0.000750542, 0.246582, motion
0.124146, 1.76074, motion
0.00547791, 0.358887, motion
0.00136948, 0.249512, motion
0.0463257, 0.974121, motion
0.0706787, 1.04688, motion
0.0110931, 0.760254, motion
0.00115776, 0.237793, motion
0.0134735, 0.632324, motion
0.0603638, 1.29102, motion
0.0217133, 0.85498, motion
0.034668, 0.893066, motion
0.0258026, 0.694824, motion
0.0108261, 0.523926, motion
0.0211792, 0.663086, motion
0.0552673, 1.05371, motion
0.0309753, 0.87793, motion
0.0180359, 0.789063, motion
0.0608826, 1.08398, motion
0.0534363, 0.933594, motion
0.00823212, 0.441895, motion
0.00747299, 0.58252, motion
0.0240173, 0.786621, motion
0.0233307, 0.970215, motion
0.0638428, 1.40234, motion
0.035675, 0.802734, motion
0.0272217, 0.762695, motion
0.00822449, 0.60498, motion
0.0179749, 0.556152, motion
0.0563965, 1.06152, motion
0.00795746, 0.718262, motion
0.0438232, 0.929688, motion
0.0151138, 0.601074, motion
0.0418396, 0.836426, motion
0.00557709, 0.524414, motion
0.0505371, 1.03906, motion
0.0315552, 0.875488, motion
0.00658417, 0.450684, motion
0.0395508, 1.03125, motion
0.0282288, 0.814941, motion
0.0193024, 0.797852, motion
0.00719833, 0.560547, motion
0.0262604, 0.743164, motion
0.0318298, 0.946777, motion
0.00359344, 0.329102, motion
0.0222778, 0.696777, motion
0.0599365, 1.09863, motion
0.0232697, 0.702637, motion
0.0403442, 0.960449, motion
0.0317688, 0.748535, motion
0.0688477, 1.11621, motion
0.0172119, 0.827637, motion
0.0345764, 0.883301, motion
0.0181274, 0.741211, motion
0.00859833, 0.48877, motion
0.0732422, 1.43359, motion
0.0193787, 0.728027, motion
0.03125, 1.06445, motion
0.0626221, 1.47754, motion
0.0180206, 0.817383, motion
0.0351868, 0.929688, motion
0.00459671, 0.345703, motion
0.0104904, 0.5, motion
0.0585022, 1.10938, motion
0.0354919, 0.984375, motion
0.0735474, 1.22461, motion
0.0526733, 0.983398, motion
0.0489197, 0.955078, motion
0.0169525, 0.65625, motion
0.0144272, 0.831543, motion
0.0235596, 0.671875, motion
0.00589752, 0.37207, motion
0.10199, 1.59082, motion
0.0176544, 0.844727, motion
0.0390015, 1.53516, motion
0.053833, 1.25879, motion
0.0119858, 0.54834, motion
0.086792, 1.60547, motion
0.0155106, 0.588379, motion
0.0292511, 0.777344, motion
0.0450745, 1.02246, motion
0.0410461, 1.02441, motion
0.0668945, 1.24121, motion
0.0682983, 1.04199, motion
0.0272217, 0.674805, motion
0.00494385, 0.408203, motion
0.0125198, 0.647949, motion
0.0209351, 0.773926, motion
0.00418472, 0.350586, motion
0.120728, 1.76953, motion
0.0093689, 0.45459, motion
0.0397034, 0.98584, motion
0.0124359, 0.598145, motion
0.0133133, 0.589844, motion
0.0478516, 0.960449, motion
0.00628662, 0.37207, motion
0.0361328, 0.895996, motion
0.0497131, 0.939453, motion
0.0257874, 0.78418, motion
0.0179291, 0.835938, motion
0.0316467, 0.980957, motion
0.0149994, 0.753906, motion
0.00483704, 0.45459, motion
0.112366, 1.65234, motion
0.0163879, 0.806152, motion
0.0099411, 0.699219, motion
0.0222321, 0.808594, motion
0.0202179, 0.731445, motion
0.0432739, 1.00977, motion
0.011261, 0.620605, motion
0.0276794, 0.659668, motion
0.0198212, 0.919434, motion
0.0140076, 0.709473, motion
0.00266266, 0.339355, motion
0.0933228, 1.5332, motion
0.0138702, 0.648926, motion
0.00216866, 0.208008, motion
0.0933838, 1.5293, motion
0.0198975, 0.78418, motion
0.0041275, 0.296875, motion
0.0894775, 1.58398, motion
0.00979614, 0.571289, motion
0.0209351, 1.00977, motion
0.0447693, 1.03516, motion
0.0786743, 1.08105, motion
0.050415, 0.95459, motion
0.0117035, 0.621582, motion
0.0443115, 0.90918, motion
0.11438, 1.77148, motion
0.0245819, 0.733398, motion
0.0166168, 0.804688, motion
0.0592651, 1.22461, motion
0.0102463, 0.642578, motion
0.0232239, 0.713379, motion
0.0528564, 1.05371, motion
0.0122452, 0.593262, motion
0.0568848, 0.972656, motion
0.0360718, 0.856445, motion
0.0129776, 0.640137, motion
0.0108109, 0.58252, motion
0.0552979, 1.16699, motion
0.0158844, 0.649902, motion
0.00711441, 0.365234, motion
0.0449829, 1.0791, motion
0.0129547, 0.496094, motion
0.00198174, 0.302246, motion
0.0360413, 0.84082, motion
0.0161743, 0.575684, motion
0.0197906, 0.975586, motion
0.0366516, 0.967285, motion
0.0343018, 0.958984, motion
0.0386963, 0.942383, motion
0.0119934, 0.556641, motion
0.0475769, 0.907715, motion
0.0522156, 1.07715, motion
0.0230865, 0.822754, motion
0.00453949, 0.51709, motion
0.0675049, 1.30859, motion
0.0170135, 0.559082, motion
0.000846863, 0.209961, motion
0.0248108, 0.72998, motion
0.0261078, 0.761719, motion
0.0059967, 0.454102, motion
0.0159302, 0.640625, motion
0.0141907, 0.460449, motion
0.029892, 1.07031, motion
0.0244141, 0.913086, motion
0.0429077, 0.913086, motion
0.0194855, 0.817383, motion
0.00385666, 0.696289, motion
0.031311, 0.925293, motion
0.0820923, 1.34668, motion
0.0301208, 0.948242, motion
0.0180817, 0.72168, motion
0.104431, 1.4873, motion
0.0277557, 0.826172, motion
0.00136089, 0.258789, motion
0.112915, 1.74707, motion
0.0154648, 0.535645, motion
0.00255775, 0.317383, motion
0.0523071, 1.04102, motion
0.0304718, 0.787598, motion
0.0218048, 1.00391, motion
0.0200348, 0.881836, motion
0.0768433, 1.03516, motion
0.0447388, 1.05957, motion
0.0114136, 0.829102, motion
0.0148773, 0.762207, motion
0.0911865, 1.57422, motion
0.0236053, 0.730469, motion
0.0116806, 0.777832, motion
0.16272, 1.87988, motion
0.0292969, 0.835938, motion
0.00155449, 0.172852, motion
0.118652, 1.68555, motion
0.0241089, 0.717285, motion
0.00649643, 0.396973, motion
0.0877686, 1.37207, motion
0.0646973, 1.14551, motion
0.042511, 1.03711, motion
0.016098, 0.84082, motion
0.0199432, 0.723145, motion
0.0524597, 0.993164, motion
0.0228882, 1.0127, motion
0.020813, 0.937012, motion
0.0385742, 1.00195, motion
0.0144272, 0.658203, motion
0.003088, 0.476074, motion
0.110229, 1.63965, motion
0.0133438, 0.478516, motion
0.00117779, 0.193359, motion
0.0658569, 1.40234, motion
0.00783539, 0.416992, motion
0.00275993, 0.449219, motion
0.0374756, 1.02832, motion
0.0448303, 0.791504, motion
0.0401001, 1.04785, motion
0.0144196, 0.728027, motion
0.0180969, 0.699707, motion
0.086792, 1.57031, motion
0.0259857, 0.744141, motion
0.00827789, 0.634766, motion
0.0953369, 1.51074, motion
0.0225372, 0.675293, motion
0.00310516, 0.356445, motion
0.0409851, 0.990723, motion
0.0231628, 0.902344, motion
0.0120316, 0.595703, motion
0.0679932, 1.23535, motion
0.0288239, 0.810547, motion
0.00642014, 0.749512, motion
0.0573425, 1.14746, motion
0.0106125, 0.567383, motion
0.0155487, 0.862305, motion
0.0108871, 0.595703, motion
0.0217438, 0.716797, motion
0.0732422, 1.32324, motion
0.0180359, 0.614746, motion
0.017807, 0.577148, motion
0.0314026, 0.85791, motion
0.0184479, 0.73291, motion
0.0181427, 0.697266, motion
0.039917, 0.888184, motion
0.00910187, 0.625977, motion
0.00186634, 0.249512, motion
0.0174866, 0.682617, motion
0.00341415, 0.279785, motion
0.0111465, 0.88623, motion
0.0759277, 1.53223, motion
0.0263062, 0.733887, motion
0.0382385, 1.4209, motion
0.0403442, 1.12793, motion
0.0238647, 0.69873, motion
0.0631104, 1.27051, motion
0.0154266, 0.53125, motion
0.0235596, 0.781738, motion
0.0246887, 0.842773, motion
0.00330925, 0.471191, motion
0.0304871, 0.84668, motion
0.050415, 1.04688, motion
0.0322876, 0.890625, motion
0.0107422, 0.595215, motion
0.04599, 0.962402, motion
0.00843811, 0.486328, motion
0.0106201, 0.830566, motion
0.0519104, 1.26074, motion
0.0228424, 0.668945, motion
0.0124664, 0.562012, motion
0.00168324, 0.202148, motion
0.0265198, 0.633789, motion
0.0226288, 0.865234, motion
0.00818634, 0.592773, motion
0.0103912, 0.512207, motion
0.0308838, 0.857422, motion
0.00918579, 0.760742, motion
0.020401, 0.749023, motion
0.0147247, 0.634277, motion
0.00893402, 0.509277, motion
0.00217438, 0.361816, motion
0.0828247, 1.44824, motion
0.0265198, 0.737305, motion
0.00695038, 0.68457, motion
0.0083847, 0.690918, motion
0.0224152, 0.680176, motion
0.021286, 0.797363, motion
0.007061, 0.466309, motion
0.0274811, 0.837402, motion
0.03302, 0.865234, motion
0.0011797, 0.162598, motion
0.0196838, 0.709473, motion
0.0160675, 0.668945, motion
0.010582, 0.592285, motion
0.00186539, 0.293457, motion
0.0691528, 1.22559, motion
0.00887299, 0.47998, motion
0.00634003, 0.527832, motion
0.0942383, 1.56055, motion
0.0300446, 0.901855, motion
0.00991058, 0.71875, motion
0.0477905, 1.20801, motion
0.0278625, 0.871582, motion
0.0335693, 0.956055, motion
0.00468826, 0.392578, motion
0.0255432, 0.742188, motion
0.0419617, 0.965332, motion
0.00211716, 0.21875, motion
0.0129929, 0.735352, motion
0.0359802, 0.826172, motion
0.0161896, 0.694336, motion
0.000123024, 0.0732422, motion
0.0726929, 1.19043, motion
0.0157166, 0.63623, motion
0.0072937, 0.54834, motion
0.0415955, 0.949707, motion
0.0269775, 0.774902, motion
0.0162659, 0.874023, motion
0.106384, 1.75391, motion
0.0216064, 0.757813, motion
0.0297852, 0.924316, motion
0.00247574, 0.289551, motion
0.035553, 0.846191, motion
0.0141678, 0.679199, motion
0.00278473, 0.381348, motion
0.0250092, 0.831055, motion
0.0340576, 0.773926, motion
0.0162506, 0.727051, motion
0.00102139, 0.240723, motion
0.0886841, 1.41211, motion
0.0161285, 0.689941, motion
0.00296974, 0.344238, motion
0.151733, 1.91211, motion
0.0266724, 0.79248, motion
0.0159607, 0.736328, motion
0.0892334, 1.50684, motion
0.0110474, 0.493652, motion
0.0517273, 1.46484, motion
0.0241241, 0.874023, motion
0.0374451, 0.999512, motion
0.0418091, 0.986328, motion
0.0166321, 0.699707, motion
0.0254364, 0.810547, motion
0.0294189, 0.984375, motion
0.0224915, 0.773926, motion
0.00200081, 0.170898, motion
0.0276337, 1.0918, motion
0.0210419, 0.714844, motion
0.00743484, 0.460938, motion
0.0911865, 1.48438, motion
0.0221252, 0.779297, motion
0.0094986, 0.592773, motion
0.0330505, 1.11523, motion
0.0403137, 0.95752, motion
0.021698, 0.83252, motion
0.00669479, 0.445313, motion
0.0285187, 0.825195, motion
0.0391541, 0.857422, motion
0.0109253, 0.562988, motion
0.00251007, 0.275391, motion
0.0302277, 1.05859, motion
0.023941, 0.739258, motion
0.00162029, 0.216309, motion
0.0552673, 1.11035, motion
0.0218353, 0.754395, motion
0.00503159, 0.418945, motion
0.120483, 1.78027, motion
0.0220642, 0.781738, motion
0.0193024, 0.945313, motion
0.00898743, 0.594238, motion
0.0331116, 0.91748, motion
0.0505066, 0.954102, motion
0.0175476, 0.920898, motion
0.0154953, 0.763672, motion
0.023941, 0.685059, motion
0.0214844, 0.848145, motion
0.00523376, 0.628418, motion
0.0178833, 0.87207, motion
0.0192566, 0.717285, motion
0.00233459, 0.240234, motion
0.019455, 0.678711, motion
0.026413, 0.703613, motion
0.00401688, 0.328613, motion
0.13501, 1.79785, motion
0.0255432, 0.750977, motion
0.057251, 1.60547, motion
0.105103, 1.76758, motion
0.011322, 0.527344, motion
0.119995, 1.65039, motion
0.0290375, 0.800781, motion
0.0167236, 0.744629, motion
0.0524902, 0.974121, motion
0.0275726, 0.821777, motion
0.00320053, 0.514648, motion
0.0703735, 1.02051, motion
0.01651, 0.693359, motion
0.00300598, 0.301758, motion
0.0201263, 0.668945, motion
0.022049, 0.682617, motion
0.00799561, 0.595215, motion
0.11554, 1.67871, motion
0.00235367, 0.279297, motion
0.0267487, 1.02051, motion
0.0598145, 1.49805, motion
0.00344467, 0.307129, motion
0.0344238, 0.978027, motion
0.0100937, 0.558105, motion
0.0043335, 0.459473, motion
0.0495605, 1.05078, motion
0.0284119, 0.859863, motion
0.00361824, 0.339844, motion
0.0929565, 1.5166, motion
0.0131149, 0.664063, motion
0.00195217, 0.287109, motion
0.0121078, 0.687988, motion
0.00888824, 0.435547, motion
0.00166321, 0.342773, motion
0.0139694, 0.770508, motion
0.0051651, 0.492188, motion
0.0249481, 0.828613, motion
0.00882721, 0.552734, motion
0.0276337, 0.739746, motion
0.0250092, 0.790039, motion
0.0165558, 0.803711, motion
0.0164642, 0.714844, motion
0.104736, 1.72168, motion
0.0270386, 0.782715, motion
0.0026989, 0.37207, motion
0.11261, 1.65918, motion
0.0304718, 0.806641, motion
0.00540924, 0.367188, motion
0.0120163, 0.705566, motion
0.00370026, 0.433594, motion
0.00515366, 0.57666, motion
0.036438, 0.958984, motion
0.00598145, 0.374023, motion
0.0344849, 0.963379, motion
0.00923157, 0.633301, motion
0.00882721, 0.440918, motion
0.0252838, 0.821289, motion
0.0179596, 0.786621, motion
0.0172119, 0.714844, motion
0.0797119, 1.45898, motion
0.019928, 0.708008, motion
0.00960541, 0.550293, motion
0.00982666, 0.634277, motion
0.0228729, 0.683594, motion
0.0017252, 0.194824, motion
0.00978851, 0.638672, motion
0.0126114, 0.669922, motion
0.0117264, 0.823242, motion
0.0328979, 0.932617, motion
0.00677109, 0.430176, motion
0.0162506, 0.709961, motion
0.0125961, 0.55127, motion
0.0316772, 0.790039, motion
0.0820923, 1.57813, motion
0.0262604, 0.736816, motion
0.00928497, 0.576172, motion
0.0756836, 1.4248, motion
0.0229187, 0.734863, motion
0.00333786, 0.376465, motion
0.0108719, 0.653809, motion
0.00527954, 0.430664, motion
0.00182629, 0.292969, motion
0.0524292, 1.0332, motion
0.00500488, 0.312012, motion
0.00261688, 0.351074, motion
0.0456543, 1.04102, motion
0.0241241, 0.685059, motion
0.000694275, 0.224121, motion
0.071106, 1.37109, motion
0.02388, 0.637695, motion
0.00307846, 0.334961, motion
0.0527649, 1.11035, motion
0.0285339, 0.708984, motion
0.00589752, 0.666016, motion
0.00649643, 0.575684, motion
0.013237, 0.605957, motion
0.0273743, 0.858887, motion
0.00359535, 0.32373, motion
0.0110321, 0.437988, motion
0.0158081, 0.619629, motion
0.00866699, 0.476563, motion
0.00468826, 0.416992, motion
0.078186, 1.46387, motion
0.0385742, 0.90625, motion
0.000268936, 0.0917969, motion
0.147827, 1.89258, motion
0.0283356, 0.714844, motion
0.00252342, 0.240723, motion
0.01297, 0.762695, motion
0.0326538, 0.759766, motion
0.00869751, 0.594238, motion
0.00111961, 0.305664, motion
0.0239716, 0.818359, motion
0.0354919, 0.926758, motion
0.00338173, 0.317871, motion
0.0119324, 0.496582, motion
0.0136719, 0.589355, motion
0.00853729, 0.515625, motion
0.00698471, 0.520996, motion
0.0129547, 0.761719, motion
0.0272217, 0.749023, motion
0.000365734, 0.121582, motion
0.0799561, 1.42383, motion
0.0303345, 0.752441, motion
0.00191593, 0.208008, motion
0.121216, 1.71973, motion
0.030304, 0.770996, motion
0.0207214, 1.08691, motion
0.0365906, 1.08398, motion
0.0231476, 0.777344, motion
0.0370483, 0.924805, motion
0.00304413, 0.3125, motion
0.0130768, 0.46875, motion
0.0192719, 0.781738, motion
0.0104065, 0.595703, motion
0.004776, 0.418945, motion
0.0120621, 0.691895, motion
0.0315857, 0.880859, motion
0.000344276, 0.145508, motion
0.161987, 2.04297, motion
0.0257874, 0.654785, motion
0.00216293, 0.371094, motion
0.0176544, 0.77002, motion
0.00385666, 0.452148, motion
