05-25-2026 18:04:51 RAM 888/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [5%@729,13%@729,21%@729,10%@729,6%@729,5%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48.125C soc2@46.593C soc0@46.375C gpu@47.812C tj@48.531C soc1@48.531C VDD_IN 5103mW/5103mW VDD_CPU_GPU_CV 915mW/915mW VDD_SOC 1475mW/1475mW
05-25-2026 18:04:52 RAM 888/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1349,0%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.968C soc2@46.593C soc0@46.468C gpu@47.625C tj@48.687C soc1@48.687C VDD_IN 4687mW/4895mW VDD_CPU_GPU_CV 600mW/758mW VDD_SOC 1442mW/1459mW
05-25-2026 18:04:52 RAM 888/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,0%@1728,1%@1157,3%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.968C soc2@46.593C soc0@46.406C gpu@47.562C tj@48.75C soc1@48.75C VDD_IN 4567mW/4786mW VDD_CPU_GPU_CV 520mW/678mW VDD_SOC 1442mW/1453mW
05-25-2026 18:04:53 RAM 889/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [27%@1277,18%@729,16%@729,34%@729,7%@729,6%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48.093C soc2@46.625C soc0@46.5C gpu@47.843C tj@48.5C soc1@48.5C VDD_IN 5103mW/4865mW VDD_CPU_GPU_CV 915mW/738mW VDD_SOC 1475mW/1459mW
05-25-2026 18:04:53 RAM 891/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [17%@1280,12%@729,16%@729,8%@729,9%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.968C soc2@46.656C soc0@46.468C gpu@47.937C tj@48.468C soc1@48.468C VDD_IN 4952mW/4882mW VDD_CPU_GPU_CV 798mW/750mW VDD_SOC 1437mW/1454mW
05-25-2026 18:04:54 RAM 891/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@729,0%@729,3%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48.062C soc2@46.656C soc0@46.406C gpu@47.718C tj@48.625C soc1@48.625C VDD_IN 4607mW/4837mW VDD_CPU_GPU_CV 560mW/718mW VDD_SOC 1442mW/1452mW
05-25-2026 18:04:54 RAM 891/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@729,1%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.906C soc2@46.593C soc0@46.437C gpu@47.625C tj@48.531C soc1@48.531C VDD_IN 4527mW/4792mW VDD_CPU_GPU_CV 520mW/690mW VDD_SOC 1442mW/1451mW
05-25-2026 18:04:55 RAM 891/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1366,0%@729,0%@729,0%@729,0%@729,1%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.812C soc2@46.531C soc0@46.468C gpu@47.531C tj@48.531C soc1@48.531C VDD_IN 4494mW/4755mW VDD_CPU_GPU_CV 480mW/664mW VDD_SOC 1444mW/1450mW
05-25-2026 18:04:55 RAM 892/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [35%@1497,12%@1497,17%@1497,21%@1497,29%@729,45%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48.375C soc2@46.781C soc0@46.406C gpu@47.812C tj@48.531C soc1@48.531C VDD_IN 5254mW/4810mW VDD_CPU_GPU_CV 1035mW/705mW VDD_SOC 1472mW/1452mW
05-25-2026 18:04:56 RAM 893/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [9%@1728,3%@1728,19%@1728,11%@1728,11%@1728,25%@1728] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48.281C soc2@46.75C soc0@46.562C gpu@47.593C tj@48.593C soc1@48.593C VDD_IN 5214mW/4851mW VDD_CPU_GPU_CV 995mW/734mW VDD_SOC 1472mW/1454mW
05-25-2026 18:04:57 RAM 893/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1254,1%@729,1%@729,1%@729,3%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48.093C soc2@46.593C soc0@46.468C gpu@47.593C tj@48.5C soc1@48.5C VDD_IN 4800mW/4846mW VDD_CPU_GPU_CV 678mW/729mW VDD_SOC 1440mW/1453mW
