Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4
122.638490240,1,0,0,0,0
122.638491660,1,0,0,0,1
122.638492940,1,0,0,0,0
122.638494360,1,0,0,0,1
122.638495620,1,0,0,0,0
122.638495860,1,0,0,1,0
122.638496520,1,0,0,0,0
122.638497960,1,0,0,0,1
122.638499220,1,0,0,0,0
122.638500640,1,0,0,0,1
122.638501900,1,0,0,0,0
122.638503340,1,0,0,0,1
122.638504600,1,0,0,0,0
122.638506020,1,0,0,0,1
122.638507280,1,0,0,0,0
122.638507840,1,0,0,1,0
122.638508720,1,0,0,1,1
122.638509980,1,0,0,1,0
122.638511400,1,0,0,1,1
122.638512660,1,0,0,1,0
122.638514100,1,0,0,1,1
122.638515360,1,0,0,1,0
122.638516780,1,0,0,1,1
122.638518060,1,0,0,1,0
122.638518140,1,0,0,0,0
122.638519480,1,0,0,0,1
122.638520740,1,0,0,0,0
122.638520960,1,0,0,1,0
122.638521640,1,0,0,0,0
122.638523080,1,0,0,0,1
122.638524860,1,0,0,1,1
122.638561060,1,0,0,0,1
122.638562400,1,0,0,0,0
122.638562900,1,0,0,1,0
122.638563800,1,0,0,1,1
122.638565100,1,0,0,1,0
122.638566500,1,0,0,1,1
122.638567780,1,0,0,1,0
122.638568240,1,0,0,0,0
122.638569200,1,0,0,0,1
122.638570480,1,0,0,0,0
122.638570980,1,0,0,1,0
122.638571880,1,0,0,1,1
122.638573160,1,0,0,1,0
122.638573620,1,0,0,0,0
122.638574580,1,0,0,0,1
122.638575860,1,0,0,0,0
122.638576380,1,0,0,1,0
122.638577280,1,0,0,1,1
122.638578540,1,0,0,1,0
122.638579000,1,0,0,0,0
122.638579960,1,0,0,0,1
122.638581240,1,0,0,0,0
122.638581760,1,0,0,1,0
122.638582660,1,0,0,1,1
122.638583920,1,0,0,1,0
122.638584020,1,0,0,0,0
122.638585360,1,0,0,0,1
122.638586620,1,0,0,0,0
122.638588940,1,0,0,0,1
122.638590200,1,0,0,0,0
122.638590440,1,0,0,1,0
122.638591640,1,0,0,1,1
122.638592900,1,0,0,1,0
122.638594320,1,0,0,1,1
122.638595580,1,0,0,1,0
122.638595680,1,0,0,0,0
122.638597020,1,0,0,0,1
122.638598280,1,0,0,0,0
122.638598500,1,0,0,1,0
122.638599700,1,0,0,1,1
122.638600980,1,0,0,1,0
122.638602400,1,0,0,1,1
122.638603660,1,0,0,1,0
122.638603760,1,0,0,0,0
122.638605080,1,0,0,0,1
122.638606360,1,0,0,0,0
122.638607780,1,0,0,0,1
122.638609040,1,0,0,0,0
122.638609280,1,0,0,1,0
122.638610480,1,0,0,1,1
122.638611740,1,0,0,1,0
122.638612640,1,0,0,0,0
122.638614060,1,0,0,0,1
122.638615860,1,0,0,1,1
122.638658080,1,0,0,0,1
122.638659440,1,0,0,0,0
122.638659920,1,0,0,1,0
122.638660820,1,0,0,1,1
122.638662120,1,0,0,1,0
122.638663520,1,0,0,1,1
122.638664820,1,0,0,1,0
122.638665260,1,0,0,0,0
122.638666220,1,0,0,0,1
122.638667500,1,0,0,0,0
122.638668000,1,0,0,1,0
122.638668900,1,0,0,1,1
122.638670200,1,0,0,1,0
122.638670640,1,0,0,0,0
122.638671600,1,0,0,0,1
122.638672880,1,0,0,0,0
122.638673400,1,0,0,1,0
122.638674300,1,0,0,1,1
122.638675560,1,0,0,1,0
122.638676020,1,0,0,0,0
122.638676980,1,0,0,0,1
122.638678260,1,0,0,0,0
122.638679680,1,0,0,0,1
122.638680960,1,0,0,0,0
122.638682380,1,0,0,0,1
122.638683640,1,0,0,0,0
122.638683880,1,0,0,1,0
122.638684540,1,0,0,0,0
122.638685960,1,0,0,0,1
122.638687220,1,0,0,0,0
122.638688660,1,0,0,0,1
122.638689920,1,0,0,0,0
122.638691360,1,0,0,0,1
122.638692620,1,0,0,0,0
122.638694040,1,0,0,0,1
122.638695300,1,0,0,0,0
122.638695860,1,0,0,1,0
122.638696740,1,0,0,1,1
122.638698000,1,0,0,1,0
122.638699420,1,0,0,1,1
122.638700680,1,0,0,1,0
122.638702120,1,0,0,1,1
122.638703380,1,0,0,1,0
122.638704800,1,0,0,1,1
122.638706060,1,0,0,1,0
122.638706160,1,0,0,0,0
122.638707500,1,0,0,0,1
122.638708760,1,0,0,0,0
122.638708980,1,0,0,1,0
122.638709660,1,0,0,0,0
122.638711080,1,0,0,0,1
122.638712880,1,0,0,1,1
