05-26-2026 19:32:57 RAM 1635/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@1728,1%@1728,16%@1728,1%@1728,3%@1728,7%@1728] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48.937C soc2@47.562C soc0@47.468C gpu@48.781C tj@49.343C soc1@49.343C VDD_IN 5704mW/5704mW VDD_CPU_GPU_CV 1186mW/1186mW VDD_SOC 1505mW/1505mW
05-26-2026 19:32:57 RAM 1635/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48.875C soc2@47.468C soc0@47.5C gpu@48.625C tj@49.281C soc1@49.281C VDD_IN 5348mW/5526mW VDD_CPU_GPU_CV 949mW/1068mW VDD_SOC 1505mW/1505mW
05-26-2026 19:32:58 RAM 1635/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48.843C soc2@47.531C soc0@47.375C gpu@48.75C tj@49.343C soc1@49.343C VDD_IN 5229mW/5427mW VDD_CPU_GPU_CV 830mW/988mW VDD_SOC 1505mW/1505mW
05-26-2026 19:32:58 RAM 1635/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48.906C soc2@47.5C soc0@47.468C gpu@48.531C tj@49.312C soc1@49.312C VDD_IN 5189mW/5368mW VDD_CPU_GPU_CV 791mW/939mW VDD_SOC 1465mW/1495mW
05-26-2026 19:32:59 RAM 1635/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48.906C soc2@47.468C soc0@47.5C gpu@48.687C tj@49.343C soc1@49.343C VDD_IN 5189mW/5332mW VDD_CPU_GPU_CV 791mW/909mW VDD_SOC 1505mW/1497mW
05-26-2026 19:32:59 RAM 1635/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,0%@1728,3%@1728,0%@1728,0%@1728,0%@1728] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@49.093C soc2@47.5C soc0@47.406C gpu@48.468C tj@49.343C soc1@49.343C VDD_IN 5229mW/5315mW VDD_CPU_GPU_CV 830mW/896mW VDD_SOC 1465mW/1492mW
05-26-2026 19:33:00 RAM 1637/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [5%@1728,3%@1728,5%@1728,3%@1728,6%@1728,16%@1728] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@49.312C soc2@47.468C soc0@47.312C gpu@48.562C tj@49.437C soc1@49.437C VDD_IN 5546mW/5348mW VDD_CPU_GPU_CV 1107mW/926mW VDD_SOC 1505mW/1494mW
05-26-2026 19:33:01 RAM 1637/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [8%@1728,21%@1728,25%@1728,9%@1728,11%@1728,20%@1728] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@49.281C soc2@47.531C soc0@47.375C gpu@48.562C tj@49.281C soc1@49.25C VDD_IN 5863mW/5412mW VDD_CPU_GPU_CV 1344mW/979mW VDD_SOC 1505mW/1495mW
05-26-2026 19:33:01 RAM 1638/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [16%@1728,11%@1728,11%@1728,15%@1728,18%@1728,32%@1728] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48.875C soc2@47.437C soc0@47.406C gpu@48.562C tj@49.218C soc1@49.218C VDD_IN 5823mW/5458mW VDD_CPU_GPU_CV 1344mW/1019mW VDD_SOC 1505mW/1496mW
05-26-2026 19:33:02 RAM 1639/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [23%@1728,22%@1728,27%@1728,22%@1728,53%@1728,34%@1728] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@49.312C soc2@47.562C soc0@47.406C gpu@48.562C tj@49.375C soc1@49.375C VDD_IN 6378mW/5550mW VDD_CPU_GPU_CV 1740mW/1091mW VDD_SOC 1545mW/1501mW
05-26-2026 19:33:02 RAM 1639/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [3%@1728,0%@1728,0%@1728,1%@1728,1%@1728,1%@1728] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48.875C soc2@47.5C soc0@47.468C gpu@48.593C tj@49.375C soc1@49.375C VDD_IN 5585mW/5553mW VDD_CPU_GPU_CV 1109mW/1093mW VDD_SOC 1505mW/1501mW
