# mlc_poller v1
# poll_hz = 50
# duration_sec = 1203
t_monotonic_s, mlc_src
1387755.131408, 0
1387755.152072, 0
1387755.172654, 0
1387755.193170, 0
1387755.213673, 0
1387755.234180, 0
1387755.254679, 0
1387755.275194, 0
1387755.295716, 0
1387755.316229, 0
1387755.336727, 0
1387755.357211, 0
1387755.377672, 0
1387755.398134, 0
1387755.418613, 0
1387755.439076, 0
1387755.459545, 0
1387755.480075, 0
1387755.500556, 0
1387755.521017, 0
1387755.541472, 0
1387755.561928, 0
1387755.582396, 0
1387755.602878, 0
1387755.623453, 0
1387755.644026, 0
1387755.664586, 0
1387755.685119, 0
1387755.705658, 0
1387755.726211, 0
1387755.746791, 0
1387755.767352, 0
1387755.787895, 0
1387755.808451, 0
1387755.828962, 0
1387755.849494, 0
1387755.869993, 0
1387755.890458, 0
1387755.910928, 0
1387755.931414, 0
1387755.951924, 0
1387755.972414, 0
1387755.992890, 0
1387756.013357, 0
1387756.033844, 0
1387756.054359, 0
1387756.074951, 0
1387756.095526, 0
1387756.116109, 0
1387756.136637, 0
1387756.157147, 0
1387756.177669, 0
1387756.295558, 0
1387756.316022, 0
1387756.336489, 0
1387756.356949, 0
1387756.377412, 0
1387756.397876, 0
1387756.418339, 4
1387756.439118, 4
1387756.459580, 4
1387756.480039, 4
1387756.500498, 4
1387756.520954, 4
1387756.541416, 4
1387756.561872, 4
1387756.582332, 4
1387756.602789, 4
1387756.623246, 4
1387756.643709, 4
1387756.664175, 4
1387756.684632, 4
1387756.705091, 4
1387756.725546, 4
1387756.746008, 4
1387756.766464, 4
1387756.786921, 4
1387756.807380, 4
1387756.827842, 4
1387756.848300, 4
1387756.868760, 4
1387756.889220, 4
1387756.909851, 4
1387756.930321, 4
1387756.950783, 4
1387756.971249, 4
1387756.991715, 4
1387757.012184, 4
1387757.032646, 4
1387757.053107, 4
1387757.073574, 4
1387757.094050, 4
1387757.114518, 4
1387757.134983, 4
1387757.155445, 4
1387757.175910, 4
1387757.196378, 4
1387757.216845, 4
1387757.237307, 4
1387757.257777, 4
1387757.278246, 4
1387757.298711, 4
1387757.319456, 4
1387757.339923, 4
1387757.360383, 4
1387757.380848, 4
1387757.401312, 4
1387757.421773, 4
1387757.442248, 4
1387757.462779, 4
1387757.483260, 4
1387757.503721, 4
1387757.524188, 4
1387757.544644, 4
1387757.565098, 4
1387757.585552, 4
1387757.606016, 4
1387757.626469, 4
1387757.646922, 4
1387757.667376, 4
1387757.687827, 4
1387757.708282, 4
1387757.728996, 4
1387757.749450, 4
1387757.769901, 4
1387757.790353, 4
1387757.810806, 4
1387757.831257, 4
1387757.851710, 4
1387757.872164, 4
1387757.892616, 4
1387757.913068, 4
1387757.933520, 4
1387757.953974, 4
1387757.974428, 4
1387757.994880, 4
1387758.015331, 4
1387758.035782, 4
1387758.056238, 4
1387758.076703, 4
1387758.097163, 4
1387758.117621, 4
1387758.138084, 4
1387758.158550, 4
1387758.179041, 4
1387758.199793, 4
1387758.220257, 4
1387758.240717, 4
1387758.261176, 4
1387758.281638, 4
1387758.302097, 4
1387758.322557, 4
1387758.343018, 4
1387758.363480, 4
1387758.383939, 4
1387758.404400, 4
1387758.424864, 4
1387758.445355, 4
