# mlc_poller v1
# poll_hz = 50
# duration_sec = 1203
t_monotonic_s, mlc_src
1393291.140990, 0
1393291.161658, 0
1393291.182219, 0
1393291.202769, 0
1393291.223276, 0
1393291.243802, 0
1393291.264305, 0
1393291.284802, 0
1393291.305282, 0
1393291.325748, 0
1393291.346213, 0
1393291.366677, 0
1393291.387138, 0
1393291.407600, 0
1393291.428070, 0
1393291.448538, 0
1393291.469001, 0
1393291.489526, 0
1393291.510021, 0
1393291.530490, 0
1393291.550961, 0
1393291.571425, 0
1393291.591889, 0
1393291.612389, 0
1393291.632910, 0
1393291.653470, 0
1393291.674029, 0
1393291.694572, 0
1393291.715110, 0
1393291.735679, 0
1393291.756275, 0
1393291.776810, 0
1393291.797332, 0
1393291.817879, 0
1393291.838392, 0
1393291.858865, 0
1393291.879334, 0
1393291.899798, 0
1393291.920269, 0
1393291.940777, 0
1393291.961305, 0
1393291.981800, 0
1393292.002269, 0
1393292.022735, 0
1393292.043206, 0
1393292.063699, 0
1393292.085180, 0
1393292.105772, 0
1393292.126341, 0
1393292.146854, 0
1393292.167368, 0
1393292.287471, 0
1393292.307955, 0
1393292.328421, 0
1393292.348883, 0
1393292.369351, 0
1393292.389848, 0
1393292.410349, 0
1393292.430961, 0
1393292.451426, 0
1393292.471889, 0
1393292.492354, 0
1393292.512811, 0
1393292.533268, 0
1393292.553725, 0
1393292.574181, 0
1393292.594636, 0
1393292.615092, 0
1393292.635549, 4
1393292.656014, 4
1393292.676490, 4
1393292.696951, 4
1393292.717411, 4
1393292.737870, 4
1393292.758327, 4
1393292.778792, 4
1393292.799250, 4
1393292.819705, 4
1393292.840176, 4
1393292.860631, 4
1393292.881090, 4
1393292.901809, 4
1393292.922294, 4
1393292.942781, 4
1393292.963242, 4
1393292.983709, 4
1393293.004182, 4
1393293.024645, 4
1393293.045108, 4
1393293.065570, 4
1393293.086037, 4
1393293.106500, 4
1393293.126964, 4
1393293.147432, 4
1393293.167916, 4
1393293.188395, 4
1393293.208894, 4
1393293.229369, 4
1393293.249841, 4
1393293.270308, 4
1393293.290777, 4
1393293.311437, 4
1393293.331900, 4
1393293.352369, 4
1393293.372832, 4
1393293.393302, 4
1393293.413800, 4
1393293.434269, 4
1393293.454735, 4
1393293.475198, 4
1393293.495664, 4
1393293.516127, 4
1393293.536590, 4
1393293.557056, 4
1393293.577518, 4
1393293.597986, 4
1393293.618448, 4
1393293.638915, 4
1393293.659408, 4
1393293.679879, 4
1393293.700356, 4
1393293.721036, 4
1393293.741501, 4
1393293.761964, 4
1393293.782426, 4
1393293.802892, 4
1393293.823355, 4
1393293.843817, 4
1393293.864281, 4
1393293.884747, 4
1393293.905231, 4
1393293.925700, 4
1393293.946198, 4
1393293.966666, 4
1393293.987130, 4
1393294.007594, 4
1393294.028068, 4
1393294.048532, 4
1393294.068994, 4
1393294.089456, 4
1393294.109918, 4
1393294.130627, 4
1393294.151118, 4
1393294.171586, 4
1393294.192006, 4
1393294.212475, 4
1393294.232950, 4
1393294.253416, 4
1393294.273880, 4
1393294.294348, 4
1393294.314811, 4
1393294.335277, 4
1393294.355740, 4
1393294.376207, 4
1393294.396692, 4
1393294.417164, 4
1393294.437633, 4
1393294.458098, 4
1393294.478571, 4
1393294.499034, 4
1393294.519500, 4
1393294.540182, 4
1393294.560645, 4
1393294.581117, 4
1393294.601579, 4
1393294.622044, 4
1393294.642530, 4
1393294.662998, 4
1393294.683463, 4
1393294.703927, 4
1393294.724392, 4
1393294.744859, 4
1393294.765322, 4
1393294.785784, 4
1393294.806247, 4
1393294.826715, 4
1393294.847180, 4
1393294.867646, 4
1393294.888154, 4
1393294.908625, 4
1393294.929132, 4
1393294.949893, 4
1393294.970361, 4
1393294.990860, 4
1393295.011333, 4
1393295.031820, 4
1393295.052293, 4
1393295.072758, 4
1393295.093221, 4
1393295.113689, 4
1393295.134177, 4
1393295.154643, 4
1393295.175109, 4
1393295.195574, 4
1393295.216007, 4
1393295.236475, 4
1393295.256960, 4
1393295.277428, 4
1393295.297898, 4
1393295.318362, 4
1393295.338825, 4
1393295.359513, 4
1393295.379999, 4
1393295.400475, 4
1393295.420944, 4
1393295.441410, 4
1393295.461874, 4
1393295.482340, 4
1393295.502803, 4
1393295.523265, 4
1393295.543727, 4
1393295.564195, 4
1393295.584661, 4
1393295.605128, 4
1393295.625613, 4
1393295.646083, 4
1393295.666547, 4
1393295.687014, 4
1393295.707478, 4
1393295.727941, 4
1393295.748406, 4
1393295.769051, 4
1393295.789516, 4
1393295.809978, 4
1393295.830460, 4
1393295.850928, 4
1393295.871428, 4
1393295.891900, 4
1393295.912374, 4
1393295.932872, 4
1393295.953370, 4
1393295.973840, 4
1393295.994313, 4
1393296.014778, 4
1393296.049030, 4
