05-25-2026 18:01:04 RAM 891/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [11%@729,3%@729,0%@729,5%@729,11%@729,5%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.718C soc2@46.468C soc0@46.281C gpu@47.562C tj@48.375C soc1@48.375C VDD_IN 4992mW/4992mW VDD_CPU_GPU_CV 837mW/837mW VDD_SOC 1437mW/1437mW
05-25-2026 18:01:04 RAM 891/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@1728,3%@1728,0%@1728,0%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.875C soc2@46.5C soc0@46.125C gpu@47.5C tj@48.375C soc1@48.375C VDD_IN 4647mW/4820mW VDD_CPU_GPU_CV 560mW/699mW VDD_SOC 1442mW/1440mW
05-25-2026 18:01:05 RAM 891/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1312,0%@729,1%@729,1%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.687C soc2@46.343C soc0@46.125C gpu@47.343C tj@48.281C soc1@48.281C VDD_IN 4527mW/4722mW VDD_CPU_GPU_CV 520mW/639mW VDD_SOC 1442mW/1440mW
05-25-2026 18:01:05 RAM 891/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [12%@729,7%@729,12%@729,15%@729,12%@1728,34%@1728] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.968C soc2@46.437C soc0@46.125C gpu@47.656C tj@48.312C soc1@48.312C VDD_IN 4984mW/4788mW VDD_CPU_GPU_CV 837mW/689mW VDD_SOC 1435mW/1439mW
05-25-2026 18:01:06 RAM 892/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [19%@883,19%@883,17%@883,26%@883,10%@729,35%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.843C soc2@46.406C soc0@46.187C gpu@47.5C tj@48.312C soc1@48.312C VDD_IN 5254mW/4881mW VDD_CPU_GPU_CV 993mW/749mW VDD_SOC 1472mW/1446mW
05-25-2026 18:01:06 RAM 892/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1346,0%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.968C soc2@46.562C soc0@46.125C gpu@47.343C tj@48.406C soc1@48.406C VDD_IN 4760mW/4861mW VDD_CPU_GPU_CV 640mW/731mW VDD_SOC 1440mW/1445mW
05-25-2026 18:01:07 RAM 892/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.906C soc2@46.312C soc0@46.25C gpu@47.718C tj@48.281C soc1@48.281C VDD_IN 4567mW/4819mW VDD_CPU_GPU_CV 520mW/701mW VDD_SOC 1442mW/1444mW
05-25-2026 18:01:07 RAM 892/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,0%@729,1%@729,0%@729,0%@729,1%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.562C soc2@46.406C soc0@46.187C gpu@47.468C tj@48.343C soc1@48.343C VDD_IN 4527mW/4782mW VDD_CPU_GPU_CV 480mW/673mW VDD_SOC 1442mW/1444mW
05-25-2026 18:01:08 RAM 892/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [5%@883,15%@883,7%@883,7%@883,15%@1112,21%@960] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.937C soc2@46.5C soc0@46.125C gpu@47.562C tj@48.281C soc1@48.281C VDD_IN 4832mW/4788mW VDD_CPU_GPU_CV 678mW/674mW VDD_SOC 1437mW/1443mW
05-25-2026 18:01:09 RAM 893/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [20%@1254,9%@729,9%@729,6%@729,20%@729,20%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.937C soc2@46.406C soc0@46.125C gpu@47.531C tj@48.343C soc1@48.343C VDD_IN 4992mW/4808mW VDD_CPU_GPU_CV 837mW/690mW VDD_SOC 1437mW/1443mW
05-25-2026 18:01:09 RAM 893/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [13%@729,9%@729,15%@729,44%@729,24%@729,25%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.812C soc2@46.5C soc0@46.375C gpu@47.562C tj@48.343C soc1@48.343C VDD_IN 5095mW/4834mW VDD_CPU_GPU_CV 914mW/711mW VDD_SOC 1472mW/1445mW
05-25-2026 18:01:10 RAM 893/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@1727,0%@729,0%@729,1%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.937C soc2@46.343C soc0@46.125C gpu@47.343C tj@48.312C soc1@48.312C VDD_IN 4784mW/4830mW VDD_CPU_GPU_CV 716mW/711mW VDD_SOC 1435mW/1444mW
05-25-2026 18:01:10 RAM 893/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@729,1%@729,0%@729,0%@729,0%@729,1%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.75C soc2@46.406C soc0@46.187C gpu@47.406C tj@48.25C soc1@48.25C VDD_IN 4704mW/4820mW VDD_CPU_GPU_CV 676mW/708mW VDD_SOC 1435mW/1444mW
05-25-2026 18:01:11 RAM 893/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@729,0%@729,0%@729,1%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.687C soc2@46.343C soc0@46.25C gpu@47.593C tj@48.343C soc1@48.343C VDD_IN 4704mW/4812mW VDD_CPU_GPU_CV 637mW/703mW VDD_SOC 1435mW/1443mW
05-25-2026 18:01:11 RAM 893/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [3%@729,0%@729,0%@729,0%@729,0%@729,1%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.718C soc2@46.437C soc0@46.25C gpu@47.375C tj@48.343C soc1@48.343C VDD_IN 4704mW/4805mW VDD_CPU_GPU_CV 637mW/699mW VDD_SOC 1435mW/1443mW
05-25-2026 18:01:12 RAM 893/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1329,0%@729,0%@729,1%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.906C soc2@46.312C soc0@46.156C gpu@47.343C tj@48.281C soc1@48.281C VDD_IN 4672mW/4797mW VDD_CPU_GPU_CV 637mW/695mW VDD_SOC 1437mW/1442mW
05-25-2026 18:01:12 RAM 893/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@729,0%@729,0%@729,1%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.625C soc2@46.406C soc0@46.187C gpu@47.687C tj@48.281C soc1@48.281C VDD_IN 4672mW/4789mW VDD_CPU_GPU_CV 637mW/692mW VDD_SOC 1437mW/1442mW
