05-25-2026 18:00:19 RAM 886/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [3%@1728,3%@729,4%@729,4%@729,10%@729,17%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.781C soc2@46.406C soc0@46.25C gpu@47.625C tj@48.25C soc1@48.25C VDD_IN 5071mW/5071mW VDD_CPU_GPU_CV 877mW/877mW VDD_SOC 1437mW/1437mW
05-25-2026 18:00:19 RAM 886/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [1%@1347,0%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.812C soc2@46.375C soc0@46.093C gpu@47.375C tj@48.406C soc1@48.406C VDD_IN 4687mW/4879mW VDD_CPU_GPU_CV 600mW/739mW VDD_SOC 1442mW/1440mW
05-25-2026 18:00:20 RAM 886/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@729,3%@729,1%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.875C soc2@46.25C soc0@46.125C gpu@47.343C tj@48.25C soc1@48.25C VDD_IN 4567mW/4775mW VDD_CPU_GPU_CV 520mW/666mW VDD_SOC 1442mW/1440mW
05-25-2026 18:00:20 RAM 887/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [14%@1728,5%@1464,9%@1344,11%@1344,19%@1497,11%@1497] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.906C soc2@46.375C soc0@46.125C gpu@47.25C tj@48.312C soc1@48.312C VDD_IN 4872mW/4799mW VDD_CPU_GPU_CV 717mW/679mW VDD_SOC 1437mW/1440mW
05-25-2026 18:00:21 RAM 886/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [23%@1728,22%@1728,23%@1146,20%@729,28%@1728,61%@1728] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@48C soc2@46.468C soc0@46.031C gpu@47.531C tj@48.312C soc1@48.312C VDD_IN 5444mW/4928mW VDD_CPU_GPU_CV 1150mW/773mW VDD_SOC 1470mW/1446mW
05-25-2026 18:00:21 RAM 886/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.75C soc2@46.343C soc0@46.031C gpu@47.375C tj@48.218C soc1@48.218C VDD_IN 4800mW/4907mW VDD_CPU_GPU_CV 678mW/757mW VDD_SOC 1440mW/1445mW
05-25-2026 18:00:22 RAM 886/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [3%@729,0%@729,1%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.843C soc2@46.343C soc0@46.125C gpu@47.281C tj@48.218C soc1@48.218C VDD_IN 4607mW/4864mW VDD_CPU_GPU_CV 520mW/723mW VDD_SOC 1442mW/1444mW
05-25-2026 18:00:22 RAM 886/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,1%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.562C soc2@46.25C soc0@46.156C gpu@47.562C tj@48.281C soc1@48.281C VDD_IN 4567mW/4827mW VDD_CPU_GPU_CV 480mW/693mW VDD_SOC 1442mW/1444mW
05-25-2026 18:00:23 RAM 886/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [8%@960,8%@960,18%@960,13%@960,9%@729,9%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.875C soc2@46.406C soc0@46.281C gpu@47.5C tj@48.375C soc1@48.375C VDD_IN 4832mW/4827mW VDD_CPU_GPU_CV 678mW/691mW VDD_SOC 1437mW/1443mW
05-25-2026 18:00:23 RAM 887/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [18%@1159,16%@729,11%@729,16%@729,22%@729,13%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.75C soc2@46.312C soc0@46.062C gpu@47.343C tj@48.218C soc1@48.218C VDD_IN 4952mW/4840mW VDD_CPU_GPU_CV 797mW/702mW VDD_SOC 1437mW/1443mW
05-25-2026 18:00:24 RAM 890/7607MB (lfb 84x4MB) SWAP 0/3804MB (cached 0MB) CPU [12%@729,7%@729,9%@729,10%@729,14%@729,40%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[306] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@47.625C soc2@46.343C soc0@46.187C gpu@47.75C tj@48.281C soc1@48.281C VDD_IN 5095mW/4863mW VDD_CPU_GPU_CV 914mW/721mW VDD_SOC 1433mW/1442mW
